Product ID : 994 JPs covered : 69 : Class Action, 
OID,Confidence at Map Node,Error at Map Node
us_000517267,0.270080, 0.580490
us_000608936,0.270080, 0.580490
us_000517344,0.270080, 0.580490
us_000527319,0.270080, 0.580490
us_000513995,0.270080, 0.580490
us_000546291,0.270080, 0.580490
us_000518039,0.270080, 0.580490
us_000516613,0.270080, 0.580490
us_000531133,0.270080, 0.580490
us_000516650,0.270080, 0.580490
us_000513968,0.270080, 0.580490
us_000549762,0.270080, 0.580490
us_000493699,0.270080, 0.581693
us_000061159,0.270080, 0.582190
us_000547102,0.270080, 0.583008
us_000487889,0.270080, 0.584319
us_000533866,0.270080, 0.584670
us_000555951,0.270080, 0.586302
us_000493605,0.270080, 0.587132
us_000550834,0.270080, 0.587935
us_000610232,0.270080, 0.589273
us_000507919,0.270080, 0.589821
us_000547089,0.270080, 0.591972
us_000566034,0.270080, 0.592675
us_000574475,0.270080, 0.593687
us_000567244,0.270080, 0.594436
us_000517674,0.270080, 0.595160
us_000517397,0.270080, 0.595160
us_000512747,0.270080, 0.595260
us_000543794,0.270080, 0.595821
us_000502032,0.270080, 0.598391
us_000543605,0.270080, 0.599304
us_000575772,0.270080, 0.602051
us_000518137,0.270080, 0.604117
us_000256347,0.270080, 0.605104
us_000017469,0.270080, 0.605939
us_000591150,0.270080, 0.606962
us_000612477,0.270080, 0.608200
us_000480627,0.270080, 0.608391
us_000507967,0.270080, 0.608449
us_000562689,0.270080, 0.608976
us_000599643,0.270080, 0.611483
us_000515759,0.270080, 0.612761
us_000516403,0.270080, 0.612770
us_000516569,0.270080, 0.613497
us_000579529,0.270080, 0.615393
us_000516515,0.270080, 0.620163
us_000533226,0.270080, 0.624146
us_000476026,0.270080, 0.626788
us_000496374,0.270080, 0.647486
us_000567448,0.270080, 0.651992
us_000581114,0.270080, 0.652754
us_000573113,0.270080, 0.658344
us_000477224,0.270080, 0.661723
us_000562318,0.270080, 0.669219
us_000513107,0.270080, 0.697180
us_000069422,0.270080, 0.715804
us_000547252,0.270080, 0.752262
us_000561963,0.270080, 0.760165
us_000496356,0.270080, 0.790458
us_000565661,0.270080, 0.808042
us_000325465,0.270080, 0.856976
us_000098674,0.270080, 0.869109
us_000572163,0.270080, 0.991772
us_000529759,0.270080, 1.631608
us_000478053,0.237864, 0.000004
us_000473597,0.237864, 0.000004
us_000580403,0.237864, 0.000006
us_000580295,0.237864, 0.000006
us_000580290,0.237864, 0.000006
us_000496495,0.237864, 0.000006
us_000495463,0.237864, 0.000006
us_000489189,0.237864, 0.000006
us_000521522,0.237864, 0.000006
us_000489519,0.237864, 0.000006
us_000495495,0.237864, 0.000006
us_000502680,0.237864, 0.000006
us_000504533,0.237864, 0.000006
us_000494316,0.237864, 0.000006
us_000580318,0.237864, 0.000006
pr_000796422,0.237864, 0.000133
us_000543920,0.237864, 0.001220
us_000575463,0.237864, 0.001265
us_000564051,0.237864, 0.002329
us_000591569,0.237864, 0.003841
us_000488146,0.237864, 0.003974
us_000523498,0.237864, 0.004392
us_000527683,0.237864, 0.005631
us_000506628,0.237864, 0.012053
us_000495676,0.237864, 0.012264
us_000583820,0.237864, 0.018606
us_000575391,0.237864, 0.019395
us_000501358,0.237864, 0.028840
us_000528580,0.237864, 0.046400
us_000560695,0.237864, 0.057550
us_000594270,0.237864, 0.112105
us_000558968,0.237864, 1.533069
us_000527632,0.237864, 1.606657
pr_000418401,0.225345, 0.000000
us_000499446,0.225345, 0.000001
pr_001834872,0.225345, 0.000001
pr_002149437,0.225345, 0.000001
pr_001839573,0.225345, 0.000001
pr_000742365,0.225345, 0.000027
pr_001027550,0.225345, 0.000031
pr_001039655,0.225345, 0.000032
pr_000733961,0.225345, 0.000040
pr_001040694,0.225345, 0.000062
pr_001725138,0.225345, 0.000082
pr_001626372,0.225345, 0.000094
pr_000954526,0.225345, 0.000141
pr_000640755,0.225345, 0.000152
pr_000638460,0.225345, 0.000152
pr_000584524,0.225345, 0.000152
pr_000757634,0.225345, 0.000158
pr_001882036,0.225345, 0.000171
pr_001620964,0.225345, 0.000179
pr_000939537,0.225345, 0.000191
pr_000575981,0.225345, 0.000191
pr_001907307,0.225345, 0.000192
pr_000941436,0.225345, 0.000201
pr_000935029,0.225345, 0.000218
pr_001065637,0.225345, 0.000219
pr_000964609,0.225345, 0.000230
pr_000746585,0.225345, 0.000248
pr_001087217,0.225345, 0.000269
pr_001807165,0.225345, 0.000279
pr_000705565,0.225345, 0.000327
pr_000631487,0.225345, 0.000405
pr_001027577,0.225345, 0.000644
pr_000945482,0.225345, 0.000942
pr_002204934,0.225345, 0.001015
pr_001654940,0.225345, 0.001170
pr_001081733,0.225345, 0.001479
pr_001133217,0.225345, 0.001496
us_000572828,0.225345, 0.002344
us_000494222,0.225345, 0.024001
pr_000779114,0.213485, 0.000000
us_000595071,0.213485, 0.000012
pr_000936168,0.213485, 0.000298
pr_000707200,0.213485, 0.000695
pr_000691081,0.213485, 0.000695
pr_001591154,0.213485, 0.000695
pr_001162869,0.213485, 0.000695
pr_001738906,0.213485, 0.000695
pr_001645936,0.213485, 0.000695
pr_000735381,0.213485, 0.000695
pr_001078380,0.213485, 0.000695
pr_001024725,0.213485, 0.000695
pr_001614101,0.213485, 0.000695
pr_001077965,0.213485, 0.000695
pr_001071652,0.213485, 0.000695
pr_000738884,0.213485, 0.000718
pr_000859259,0.213485, 0.000718
pr_000192113,0.213485, 0.000740
pr_001085079,0.213485, 0.000872
pr_001591109,0.213485, 0.000889
pr_000668391,0.213485, 0.000976
pr_000178511,0.213485, 0.001126
pr_000320397,0.213485, 0.001166
pr_001765869,0.213485, 0.001289
pr_000704580,0.213485, 0.001458
pr_002109718,0.213485, 0.001965
pr_000999712,0.213485, 0.002246
pr_001162347,0.213485, 0.006610
us_000550131,0.213485, 0.376546
us_000501459,0.213485, 0.515477
us_000534318,0.213485, 0.531635
us_000479148,0.213485, 0.532205
us_000476677,0.213485, 0.544972
us_000543038,0.213485, 0.588513
us_000508416,0.213485, 0.591544
us_000497625,0.213485, 0.601471
us_000514727,0.213485, 0.605798
us_000511062,0.213485, 0.610766
us_000521210,0.213485, 0.618597
us_000182733,0.213485, 0.619264
us_000498775,0.213485, 0.620656
us_000482127,0.213485, 0.626323
us_000497896,0.213485, 0.628891
us_000499182,0.213485, 0.629263
us_000504021,0.213485, 0.635295
us_000436010,0.213485, 0.647280
us_000488035,0.213485, 0.649121
us_000510775,0.213485, 0.649666
us_000537217,0.213485, 0.652532
us_000499420,0.213485, 0.656708
us_000508685,0.213485, 0.661797
us_000474893,0.213485, 0.663636
us_000511712,0.213485, 0.666894
us_000459329,0.213485, 0.669605
us_000556952,0.213485, 0.671223
us_000504200,0.213485, 0.673612
us_000543266,0.213485, 0.674843
us_000587436,0.213485, 0.675848
us_000481183,0.213485, 0.679456
us_000194888,0.213485, 0.679581
us_000541829,0.213485, 0.682271
us_000197130,0.213485, 0.685746
us_000587570,0.213485, 0.686504
us_000560863,0.213485, 0.688519
us_000535170,0.213485, 0.688542
us_000526885,0.213485, 0.693418
us_000480314,0.213485, 0.697390
us_000409904,0.213485, 0.698259
us_000496096,0.213485, 0.700083
us_000540414,0.213485, 0.701146
us_000480583,0.213485, 0.704147
us_000562487,0.213485, 0.708578
us_000501450,0.213485, 0.710212
us_000501135,0.213485, 0.710822
us_000480396,0.213485, 0.710864
us_000587975,0.213485, 0.710900
us_000519380,0.213485, 0.713746
us_000475111,0.213485, 0.714943
us_000587022,0.213485, 0.715208
us_000510057,0.213485, 0.715279
us_000525892,0.213485, 0.721306
us_000482810,0.213485, 0.722573
us_000515696,0.213485, 0.723279
us_000495881,0.213485, 0.723411
us_000420949,0.213485, 0.724728
us_000505969,0.213485, 0.725810
us_000495715,0.213485, 0.728723
us_000572191,0.213485, 0.730255
us_000572190,0.213485, 0.730255
us_000477411,0.213485, 0.732028
us_000477184,0.213485, 0.733770
us_000499953,0.213485, 0.734093
us_000469464,0.213485, 0.735455
us_000557031,0.213485, 0.736194
us_000526256,0.213485, 0.736194
us_000544142,0.213485, 0.736194
us_000567241,0.213485, 0.737650
us_000480285,0.213485, 0.738078
us_000280221,0.213485, 0.738594
us_000572802,0.213485, 0.740352
us_000523447,0.213485, 0.742121
us_000473726,0.213485, 0.742550
us_000540463,0.213485, 0.742727
us_000499939,0.213485, 0.744677
us_000505872,0.213485, 0.745421
us_000566407,0.213485, 0.746945
us_000478429,0.213485, 0.748193
us_000522301,0.213485, 0.751428
us_000525794,0.213485, 0.751428
us_000506931,0.213485, 0.751428
us_000505908,0.213485, 0.753433
us_000499465,0.213485, 0.754590
us_000557193,0.213485, 0.754640
us_000527669,0.213485, 0.754775
us_000490042,0.213485, 0.755068
us_000479494,0.213485, 0.755695
us_000507350,0.213485, 0.761033
us_000507182,0.213485, 0.761033
us_000458549,0.213485, 0.764318
us_000499753,0.213485, 0.764946
us_000523840,0.213485, 0.766682
us_000505160,0.213485, 0.767884
us_000540561,0.213485, 0.771257
us_000430549,0.213485, 0.772260
us_000536881,0.213485, 0.773472
us_000556490,0.213485, 0.773829
us_000478766,0.213485, 0.775541
us_000540515,0.213485, 0.775565
us_000505001,0.213485, 0.775565
us_000521900,0.213485, 0.775565
us_000521717,0.213485, 0.775565
us_000523599,0.213485, 0.775655
us_000520203,0.213485, 0.776426
us_000557453,0.213485, 0.777472
us_000557713,0.213485, 0.778928
us_000557093,0.213485, 0.780353
us_000545031,0.213485, 0.780668
us_000526878,0.213485, 0.780734
us_000525920,0.213485, 0.780734
us_000526016,0.213485, 0.780734
us_000526908,0.213485, 0.780734
us_000557716,0.213485, 0.780734
us_000525412,0.213485, 0.780734
us_000511544,0.213485, 0.780734
us_000567171,0.213485, 0.780734
us_000526917,0.213485, 0.780734
us_000526880,0.213485, 0.780734
us_000542944,0.213485, 0.780734
us_000557890,0.213485, 0.780734
us_000543826,0.213485, 0.780734
us_000519829,0.213485, 0.780734
us_000523594,0.213485, 0.780734
us_000542338,0.213485, 0.780734
us_000557714,0.213485, 0.780734
us_000525702,0.213485, 0.780734
us_000525215,0.213485, 0.780734
us_000525295,0.213485, 0.780734
us_000525722,0.213485, 0.780734
us_000525381,0.213485, 0.780734
us_000506119,0.213485, 0.780734
us_000556443,0.213485, 0.780734
us_000523461,0.213485, 0.780734
us_000556948,0.213485, 0.780734
us_000506932,0.213485, 0.780734
us_000511708,0.213485, 0.780734
us_000557624,0.213485, 0.782426
us_000525253,0.213485, 0.782588
us_000519616,0.213485, 0.783155
us_000497363,0.213485, 0.783327
us_000526855,0.213485, 0.785419
us_000519518,0.213485, 0.791888
us_000557884,0.213485, 0.792572
us_000550493,0.213485, 0.792696
us_000522150,0.213485, 0.793002
us_000526527,0.213485, 0.801058
us_000543721,0.213485, 0.803392
us_000217745,0.213485, 0.804819
us_000185495,0.213485, 0.804833
us_000526525,0.213485, 0.805788
us_000588117,0.213485, 0.806595
us_000557350,0.213485, 0.813309
us_000535798,0.213485, 0.820128
us_000541454,0.213485, 0.820128
us_000499959,0.213485, 0.821105
us_000538220,0.213485, 0.821396
us_000515056,0.213485, 0.822426
us_000474889,0.213485, 0.832357
us_000510586,0.213485, 0.840830
us_000537997,0.213485, 0.873668
us_000501410,0.213485, 0.879027
us_000538301,0.213485, 0.909779
us_000510832,0.213485, 0.924841
us_000509780,0.213485, 0.925331
us_000387634,0.213485, 0.928456
us_000497153,0.213485, 0.935728
us_000480203,0.213485, 0.948563
us_000545972,0.213485, 0.961170
us_000544616,0.213485, 0.981934
us_000544042,0.213485, 0.990666
us_000478382,0.213485, 1.015287
us_000506579,0.213485, 1.035132
us_000499873,0.213485, 1.045072
us_000497765,0.213485, 1.061577
us_000561091,0.213485, 1.169486
us_000473969,0.213485, 1.255253
us_000523437,0.213485, 1.288951
us_000474699,0.213485, 1.649641
us_000498791,0.213485, 1.741641
us_000574092,0.163078, 0.000000
pr_000596101,0.163078, 0.000004
pr_000864094,0.163078, 0.000005
pr_001025164,0.163078, 0.000014
pr_001697726,0.163078, 0.000014
pr_001697215,0.163078, 0.000014
pr_001688065,0.163078, 0.000014
pr_001695340,0.163078, 0.000014
pr_000846054,0.163078, 0.000014
pr_001694547,0.163078, 0.000014
pr_001693831,0.163078, 0.000014
pr_001163717,0.163078, 0.000014
pr_001680179,0.163078, 0.000014
pr_001687349,0.163078, 0.000014
pr_001024063,0.163078, 0.000014
pr_001690414,0.163078, 0.000014
pr_000634748,0.163078, 0.000017
pr_000593243,0.163078, 0.000021
pr_000909468,0.163078, 0.000052
pr_001024505,0.163078, 0.000096
pr_000810763,0.163078, 0.000122
pr_001026699,0.163078, 0.000180
pr_001154338,0.163078, 0.000181
pr_000318622,0.163078, 0.000256
pr_001029876,0.163078, 0.000307
pr_000728532,0.163078, 0.000462
us_000509969,0.163078, 0.227211
us_000490084,0.163078, 0.410182
us_000581752,0.163078, 0.514982
us_000563534,0.163078, 0.520463
us_000546690,0.163078, 0.529033
us_000551270,0.163078, 0.569953
us_000587982,0.163078, 0.579476
us_000462104,0.163078, 0.593121
us_000587998,0.163078, 0.599529
us_000587999,0.163078, 0.599529
us_000504591,0.163078, 0.621826
us_000507234,0.163078, 0.625651
us_000567174,0.163078, 0.625651
us_000507310,0.163078, 0.625651
us_000567189,0.163078, 0.625651
us_000546817,0.163078, 0.628671
us_000526669,0.163078, 0.628671
us_000504898,0.163078, 0.631853
us_000555162,0.163078, 0.631853
us_000588076,0.163078, 0.631853
us_000507846,0.163078, 0.639484
us_000493787,0.163078, 0.760331
us_000500162,0.163078, 0.890423
us_000577775,0.118659, 0.000000
us_000499421,0.118659, 0.000000
us_000476433,0.118659, 0.000000
us_000577034,0.118659, 0.000000
us_000562005,0.118659, 0.000000
us_000477717,0.118659, 0.000000
pr_001823397,0.118659, 0.000001
pr_001824445,0.118659, 0.000001
pr_000632359,0.118659, 0.000001
pr_000699875,0.118659, 0.000001
pr_000225876,0.118659, 0.000001
pr_000288480,0.118659, 0.000001
pr_000703692,0.118659, 0.000001
pr_000328169,0.118659, 0.000001
pr_001703154,0.118659, 0.000001
pr_001088640,0.118659, 0.000001
pr_001679073,0.118659, 0.000001
pr_000022113,0.118659, 0.000001
pr_000703222,0.118659, 0.000001
pr_000932440,0.118659, 0.000001
pr_000193580,0.118659, 0.000001
pr_000824138,0.118659, 0.000001
pr_000772096,0.118659, 0.000001
pr_001133801,0.118659, 0.000001
pr_000763409,0.118659, 0.000001
pr_000175287,0.118659, 0.000001
pr_001023006,0.118659, 0.000001
pr_001099681,0.118659, 0.000001
pr_000873526,0.118659, 0.000001
pr_000655460,0.118659, 0.000001
pr_000323633,0.118659, 0.000001
pr_000730076,0.118659, 0.000001
pr_000968067,0.118659, 0.000001
pr_000701264,0.118659, 0.000001
pr_000880685,0.118659, 0.000001
pr_000838396,0.118659, 0.000001
pr_001652151,0.118659, 0.000001
pr_000217835,0.118659, 0.000001
pr_001010178,0.118659, 0.000001
pr_001078119,0.118659, 0.000001
pr_000718605,0.118659, 0.000001
pr_000547668,0.118659, 0.000001
pr_000582457,0.118659, 0.000001
pr_001635014,0.118659, 0.000001
pr_000850184,0.118659, 0.000001
pr_000189936,0.118659, 0.000001
pr_000179898,0.118659, 0.000001
pr_000595584,0.118659, 0.000001
pr_000584755,0.118659, 0.000001
pr_001011937,0.118659, 0.000001
pr_001059201,0.118659, 0.000001
pr_000815093,0.118659, 0.000001
pr_000973725,0.118659, 0.000001
pr_000585364,0.118659, 0.000001
pr_000692385,0.118659, 0.000001
pr_001822914,0.118659, 0.000001
pr_000214794,0.118659, 0.000001
pr_000703940,0.118659, 0.000001
pr_000163292,0.118659, 0.000001
pr_000563384,0.118659, 0.000001
pr_000323318,0.118659, 0.000001
pr_001652164,0.118659, 0.000001
pr_001634867,0.118659, 0.000001
pr_000882021,0.118659, 0.000001
pr_000582300,0.118659, 0.000001
pr_001704417,0.118659, 0.000001
pr_000293754,0.118659, 0.000001
pr_000327887,0.118659, 0.000001
pr_000727869,0.118659, 0.000001
pr_000316360,0.118659, 0.000001
pr_001813142,0.118659, 0.000001
pr_000764812,0.118659, 0.000001
pr_000213836,0.118659, 0.000001
pr_000944987,0.118659, 0.000001
pr_000595938,0.118659, 0.000001
pr_001060195,0.118659, 0.000001
pr_000025480,0.118659, 0.000001
pr_000881343,0.118659, 0.000001
pr_000209795,0.118659, 0.000001
pr_000707388,0.118659, 0.000001
pr_001609553,0.118659, 0.000001
pr_000831945,0.118659, 0.000001
pr_001654994,0.118659, 0.000001
pr_001132181,0.118659, 0.000001
pr_000325468,0.118659, 0.000001
pr_001702298,0.118659, 0.000001
pr_001124357,0.118659, 0.000001
pr_001582033,0.118659, 0.000001
pr_000339582,0.118659, 0.000001
pr_000584160,0.118659, 0.000001
pr_000216028,0.118659, 0.000001
pr_000832303,0.118659, 0.000001
pr_001096783,0.118659, 0.000001
pr_000731033,0.118659, 0.000001
pr_000646806,0.118659, 0.000001
pr_000917188,0.118659, 0.000001
pr_000163737,0.118659, 0.000001
pr_000889793,0.118659, 0.000001
pr_000322980,0.118659, 0.000001
pr_000693537,0.118659, 0.000001
pr_001094443,0.118659, 0.000001
pr_000984047,0.118659, 0.000001
pr_000208112,0.118659, 0.000001
pr_000694400,0.118659, 0.000001
pr_000174996,0.118659, 0.000001
pr_000717104,0.118659, 0.000001
pr_000667663,0.118659, 0.000001
pr_000284018,0.118659, 0.000001
pr_000709400,0.118659, 0.000001
pr_000298979,0.118659, 0.000001
pr_001769039,0.118659, 0.000001
pr_001107928,0.118659, 0.000001
pr_001819491,0.118659, 0.000001
pr_000954093,0.118659, 0.000001
pr_000748114,0.118659, 0.000001
pr_001390290,0.118659, 0.000001
pr_000737245,0.118659, 0.000001
pr_000705959,0.118659, 0.000001
pr_001693849,0.118659, 0.000001
pr_000566996,0.118659, 0.000001
pr_000754388,0.118659, 0.000001
pr_001769863,0.118659, 0.000001
pr_000760257,0.118659, 0.000001
pr_000921638,0.118659, 0.000001
pr_000965380,0.118659, 0.000001
pr_000192286,0.118659, 0.000001
pr_000821103,0.118659, 0.000001
pr_001413202,0.118659, 0.000001
pr_000163332,0.118659, 0.000001
pr_000292648,0.118659, 0.000001
pr_000907866,0.118659, 0.000001
pr_000829252,0.118659, 0.000001
pr_000728994,0.118659, 0.000001
pr_001598051,0.118659, 0.000001
pr_000834701,0.118659, 0.000001
pr_000218671,0.118659, 0.000001
pr_001021004,0.118659, 0.000001
pr_000012666,0.118659, 0.000001
pr_000567478,0.118659, 0.000001
pr_001701144,0.118659, 0.000001
pr_000886060,0.118659, 0.000001
pr_001078206,0.118659, 0.000001
pr_000583868,0.118659, 0.000001
pr_001688308,0.118659, 0.000001
pr_001021351,0.118659, 0.000001
pr_000923480,0.118659, 0.000001
pr_000995443,0.118659, 0.000001
pr_000916335,0.118659, 0.000001
pr_000904278,0.118659, 0.000001
pr_001416071,0.118659, 0.000001
pr_000587818,0.118659, 0.000001
pr_000023610,0.118659, 0.000001
pr_000708385,0.118659, 0.000001
pr_001075396,0.118659, 0.000001
pr_001009091,0.118659, 0.000001
pr_000926724,0.118659, 0.000001
pr_000548208,0.118659, 0.000001
pr_000584396,0.118659, 0.000001
pr_000831850,0.118659, 0.000001
pr_000204570,0.118659, 0.000001
pr_001094329,0.118659, 0.000001
pr_000584624,0.118659, 0.000001
pr_000333199,0.118659, 0.000001
pr_000831805,0.118659, 0.000001
pr_001704954,0.118659, 0.000001
pr_001124380,0.118659, 0.000001
pr_000993451,0.118659, 0.000001
pr_000213890,0.118659, 0.000001
pr_001005328,0.118659, 0.000001
pr_000644245,0.118659, 0.000001
pr_000337102,0.118659, 0.000001
pr_000948855,0.118659, 0.000001
pr_001389024,0.118659, 0.000001
pr_001694069,0.118659, 0.000001
pr_000707773,0.118659, 0.000001
pr_000995042,0.118659, 0.000001
pr_000740914,0.118659, 0.000001
pr_000021304,0.118659, 0.000001
pr_000325012,0.118659, 0.000001
pr_000652302,0.118659, 0.000001
pr_000324809,0.118659, 0.000001
pr_001694132,0.118659, 0.000001
pr_001025916,0.118659, 0.000001
pr_001696281,0.118659, 0.000001
pr_000021351,0.118659, 0.000001
pr_001702231,0.118659, 0.000001
pr_000563115,0.118659, 0.000001
pr_000738690,0.118659, 0.000001
pr_000829617,0.118659, 0.000001
pr_000564418,0.118659, 0.000001
us_000580852,0.118659, 0.000001
pr_000497286,0.118659, 0.000002
pr_001606456,0.118659, 0.000002
pr_000877125,0.118659, 0.000002
pr_001006010,0.118659, 0.000002
pr_000026970,0.118659, 0.000002
pr_001085600,0.118659, 0.000002
pr_000178480,0.118659, 0.000002
pr_001680234,0.118659, 0.000002
pr_001081055,0.118659, 0.000002
pr_001026572,0.118659, 0.000002
pr_001078706,0.118659, 0.000002
pr_001050804,0.118659, 0.000002
pr_000335875,0.118659, 0.000003
pr_000885200,0.118659, 0.000004
pr_001119307,0.118659, 0.000004
pr_001077229,0.118659, 0.000004
pr_000705977,0.118659, 0.000004
pr_001010118,0.118659, 0.000005
pr_000174973,0.118659, 0.000006
pr_001086070,0.118659, 0.000006
pr_000233597,0.118659, 0.000006
pr_000728395,0.118659, 0.000006
pr_000303501,0.118659, 0.000006
pr_001700393,0.118659, 0.000009
pr_000709140,0.118659, 0.000012
pr_001406991,0.118659, 0.000012
pr_000177188,0.118659, 0.000012
pr_000175879,0.118659, 0.000012
pr_000875227,0.118659, 0.000012
pr_000706283,0.118659, 0.000013
pr_000178298,0.118659, 0.000013
pr_000175469,0.118659, 0.000015
pr_001015402,0.118659, 0.000015
pr_000982013,0.118659, 0.000015
pr_001619211,0.118659, 0.000015
pr_000818517,0.118659, 0.000015
pr_000206363,0.118659, 0.000015
pr_000955692,0.118659, 0.000015
pr_001397956,0.118659, 0.000015
pr_001078024,0.118659, 0.000015
pr_001017876,0.118659, 0.000015
pr_000818499,0.118659, 0.000015
pr_001937504,0.118659, 0.000015
pr_000318951,0.118659, 0.000015
pr_001706030,0.118659, 0.000015
pr_001899467,0.118659, 0.000015
pr_001063066,0.118659, 0.000015
pr_000219033,0.118659, 0.000015
pr_002204950,0.118659, 0.000015
pr_001088196,0.118659, 0.000015
pr_000756619,0.118659, 0.000015
pr_001388985,0.118659, 0.000015
pr_000636549,0.118659, 0.000015
pr_000315427,0.118659, 0.000015
pr_001150254,0.118659, 0.000015
pr_000848265,0.118659, 0.000015
pr_000021500,0.118659, 0.000015
pr_000163718,0.118659, 0.000015
pr_000649720,0.118659, 0.000015
pr_000121670,0.118659, 0.000015
pr_000879504,0.118659, 0.000015
pr_001153590,0.118659, 0.000017
pr_000766151,0.118659, 0.000019
pr_000946414,0.118659, 0.000021
pr_001145076,0.118659, 0.000021
pr_001037733,0.118659, 0.000023
us_000592930,0.118659, 0.000023
pr_001596017,0.118659, 0.000024
pr_001078370,0.118659, 0.000026
pr_000737968,0.118659, 0.000026
pr_000206025,0.118659, 0.000027
pr_000012181,0.118659, 0.000027
pr_000678523,0.118659, 0.000032
pr_000738883,0.118659, 0.000033
pr_001400402,0.118659, 0.000037
pr_000658711,0.118659, 0.000040
pr_000209601,0.118659, 0.000041
pr_000020858,0.118659, 0.000044
pr_001389222,0.118659, 0.000045
pr_001734573,0.118659, 0.000049
pr_000901194,0.118659, 0.000051
pr_000737130,0.118659, 0.000051
pr_000888664,0.118659, 0.000051
pr_000312853,0.118659, 0.000052
pr_001698788,0.118659, 0.000053
pr_000732205,0.118659, 0.000058
pr_001132285,0.118659, 0.000062
pr_000980993,0.118659, 0.000062
pr_001009078,0.118659, 0.000070
pr_001607280,0.118659, 0.000072
pr_001037961,0.118659, 0.000073
pr_000983881,0.118659, 0.000075
pr_000182363,0.118659, 0.000076
pr_000594257,0.118659, 0.000083
pr_000018818,0.118659, 0.000106
pr_000930122,0.118659, 0.000109
pr_000299011,0.118659, 0.000110
pr_000961796,0.118659, 0.000116
pr_001132013,0.118659, 0.000116
pr_000339754,0.118659, 0.000118
pr_000316795,0.118659, 0.000138
pr_000660135,0.118659, 0.000147
pr_001039618,0.118659, 0.000153
pr_000629985,0.118659, 0.000177
pr_001395574,0.118659, 0.000177
pr_001589036,0.118659, 0.000178
pr_000656538,0.118659, 0.000210
pr_001582941,0.118659, 0.000210
pr_000989273,0.118659, 0.000210
pr_000702048,0.118659, 0.000210
pr_000837501,0.118659, 0.000210
pr_000743559,0.118659, 0.000210
pr_000755817,0.118659, 0.000210
pr_000339139,0.118659, 0.000211
pr_001604278,0.118659, 0.000220
pr_000970953,0.118659, 0.000222
pr_001388336,0.118659, 0.000222
pr_000873103,0.118659, 0.000226
pr_001008409,0.118659, 0.000250
pr_001123674,0.118659, 0.000251
pr_001652333,0.118659, 0.000251
pr_001651681,0.118659, 0.000251
pr_001714962,0.118659, 0.000251
pr_001112436,0.118659, 0.000251
pr_000589280,0.118659, 0.000258
pr_000651225,0.118659, 0.000263
pr_001008321,0.118659, 0.000278
pr_000970920,0.118659, 0.000294
pr_000772098,0.118659, 0.000318
pr_000963644,0.118659, 0.000324
pr_000661753,0.118659, 0.000347
us_000531146,0.118659, 0.000376
pr_001142757,0.118659, 0.000386
us_000500158,0.118659, 0.000394
pr_000812071,0.118659, 0.000427
pr_001080967,0.118659, 0.000794
pr_000746782,0.118659, 0.000839
pr_000790823,0.118659, 0.000849
pr_000963351,0.118659, 0.000850
pr_000906396,0.118659, 0.000874
pr_000236236,0.118659, 0.001045
us_000481918,0.118659, 0.001249
us_000482091,0.118659, 0.001495
pr_000216808,0.118659, 0.001757
us_000496658,0.118659, 0.001818
us_000605281,0.118659, 0.003215
us_000587498,0.118659, 0.009624
us_000496066,0.118659, 0.011258
us_000181231,0.118659, 0.012074
us_000482242,0.118659, 0.015836
us_000547568,0.118659, 0.021206
us_000464557,0.118659, 0.029108
us_000511784,0.118659, 0.048404
us_000572588,0.118659, 0.052622
us_000555472,0.108078, 0.000000
us_000542250,0.108078, 0.000000
pr_000338669,0.108078, 0.000001
pr_000495357,0.108078, 0.000001
pr_000943966,0.108078, 0.000003
pr_000185729,0.108078, 0.000005
pr_000915156,0.108078, 0.000005
us_000513769,0.108078, 0.004738
us_000485500,0.108078, 0.422644
us_000389867,0.108078, 0.482265
us_000571239,0.108078, 0.490737
us_000582822,0.108078, 0.503858
us_000551774,0.108078, 0.530606
us_000513694,0.108078, 0.536348
us_000529666,0.108078, 0.536348
us_000513734,0.108078, 0.536348
us_000477585,0.108078, 0.558751
us_000551992,0.108078, 0.621184
us_000486073,0.108078, 0.656588
us_000476006,0.108078, 0.954093
pr_001892414,0.081502, 0.000000
pr_000920587,0.081502, 0.000000
pr_001891307,0.081502, 0.000000
pr_001903808,0.081502, 0.000000
pr_000832098,0.081502, 0.000000
pr_001811244,0.081502, 0.000000
pr_001894302,0.081502, 0.000000
pr_000599890,0.081502, 0.000000
pr_000183967,0.081502, 0.000018
pr_001151985,0.081502, 0.000026
pr_000163050,0.081502, 0.000050
pr_000105502,0.081502, 0.000050
pr_000099207,0.081502, 0.000050
pr_000173041,0.081502, 0.000050
pr_000118296,0.081502, 0.000050
pr_000182045,0.081502, 0.000353
us_000610432,0.081502, 0.010611
us_000606752,0.081502, 0.010611
us_000612569,0.081502, 0.011138
us_000102888,0.081502, 0.309523
us_000467530,0.081502, 0.354005
us_000494837,0.081502, 0.366460
us_000567025,0.081502, 0.376734
us_000530202,0.081502, 0.382928
us_000520455,0.081502, 0.387408
us_000591008,0.081502, 0.412932
us_000503903,0.081502, 0.420699
us_000487842,0.081502, 0.422127
us_000582122,0.081502, 0.433161
us_000500207,0.081502, 0.436257
us_000587355,0.081502, 0.439347
us_000530009,0.081502, 0.440724
us_000535386,0.081502, 0.442027
us_000561330,0.081502, 0.449409
us_000582457,0.081502, 0.451267
us_000568503,0.081502, 0.451371
