Product ID : 2122 JPs covered : 364 : Class Action-Pre-Certification, 
pr_001619215,0.098985, 0.000000
pr_001707027,0.098985, 0.000000
pr_000923642,0.098985, 0.000000
pr_000728741,0.098985, 0.000000
pr_001403381,0.098985, 0.000000
pr_000695543,0.098985, 0.000000
pr_001079682,0.098985, 0.000000
pr_001160951,0.098985, 0.000000
pr_001122767,0.098985, 0.000000
pr_001030901,0.098985, 0.000000
pr_000161526,0.098985, 0.000000
pr_001390128,0.098985, 0.000000
pr_000598349,0.098985, 0.000000
pr_000164009,0.098985, 0.000000
pr_001108754,0.098985, 0.000000
pr_000592116,0.098985, 0.000000
pr_000949976,0.098985, 0.000000
pr_001085558,0.098985, 0.000000
pr_001085206,0.098985, 0.000000
pr_000569519,0.098985, 0.000000
pr_000719672,0.098985, 0.000000
pr_001410792,0.098985, 0.000000
pr_001109039,0.098985, 0.000000
pr_001827422,0.098985, 0.000000
pr_001594544,0.098985, 0.000000
pr_000595297,0.098985, 0.000000
pr_000915928,0.098985, 0.000000
pr_001132082,0.098985, 0.000000
pr_001913901,0.098985, 0.000000
pr_000994731,0.098985, 0.000000
pr_000291705,0.098985, 0.000000
pr_001706982,0.098985, 0.000000
pr_000217072,0.098985, 0.000000
pr_001822293,0.098985, 0.000000
pr_000334546,0.098985, 0.000000
pr_001122734,0.098985, 0.000000
pr_001081102,0.098985, 0.000000
pr_001598662,0.098985, 0.000000
pr_000957891,0.098985, 0.000000
pr_000638411,0.098985, 0.000000
pr_001116642,0.098985, 0.000000
pr_000824595,0.098985, 0.000000
pr_000964935,0.098985, 0.000000
pr_001652406,0.098985, 0.000000
pr_000907713,0.098985, 0.000000
pr_001109432,0.098985, 0.000000
pr_000738901,0.098985, 0.000000
pr_001698356,0.098985, 0.000000
pr_001417361,0.098985, 0.000000
pr_001107987,0.098985, 0.000000
pr_000653179,0.098985, 0.000000
pr_000861772,0.098985, 0.000000
pr_001601757,0.098985, 0.000000
pr_000915613,0.098985, 0.000000
pr_000913741,0.098985, 0.000000
pr_000207843,0.098985, 0.000000
pr_000768330,0.098985, 0.000000
pr_001688122,0.098985, 0.000000
pr_001059674,0.098985, 0.000000
pr_000824649,0.098985, 0.000000
pr_000812075,0.098985, 0.000000
pr_001063611,0.098985, 0.000000
pr_001030760,0.098985, 0.000000
pr_000640771,0.098985, 0.000000
pr_000929916,0.098985, 0.000000
pr_001163543,0.098985, 0.000000
pr_001602721,0.098985, 0.000000
pr_000321425,0.098985, 0.000000
pr_001601590,0.098985, 0.000000
pr_000942481,0.098985, 0.000000
pr_001132559,0.098985, 0.000000
pr_000918553,0.098985, 0.000000
pr_000302469,0.098985, 0.000000
pr_001150438,0.098985, 0.000000
pr_001819626,0.098985, 0.000000
pr_000850751,0.098985, 0.000000
pr_001011469,0.098985, 0.000000
pr_001068657,0.098985, 0.000000
pr_000962125,0.098985, 0.000000
pr_001142556,0.098985, 0.000000
pr_000843218,0.098985, 0.000000
pr_000634830,0.098985, 0.000000
pr_000172486,0.098985, 0.000000
pr_000004277,0.098985, 0.000000
pr_001019631,0.098985, 0.000000
pr_000919020,0.098985, 0.000000
pr_000973579,0.098985, 0.000000
pr_001023944,0.098985, 0.000000
pr_001120963,0.098985, 0.000000
pr_000941739,0.098985, 0.000000
pr_000488997,0.098985, 0.000000
pr_000913266,0.098985, 0.000000
pr_001024970,0.098985, 0.000000
pr_000189150,0.098985, 0.000000
pr_001077198,0.098985, 0.000000
pr_000947745,0.098985, 0.000000
pr_001144576,0.098985, 0.000000
pr_000106056,0.098985, 0.000000
pr_001630124,0.098985, 0.000000
pr_001416509,0.098985, 0.000000
pr_000953385,0.098985, 0.000000
pr_001038642,0.098985, 0.000000
pr_000860348,0.098985, 0.000000
pr_000705189,0.098985, 0.000000
pr_000324808,0.098985, 0.000000
pr_001655049,0.098985, 0.000000
pr_000832948,0.098985, 0.000000
pr_000754766,0.098985, 0.000000
pr_000846142,0.098985, 0.000000
pr_000767275,0.098985, 0.000000
pr_001133649,0.098985, 0.000000
pr_000238285,0.098985, 0.000000
pr_000692555,0.098985, 0.000000
pr_001609760,0.098985, 0.000000
pr_001066542,0.098985, 0.000000
pr_000976647,0.098985, 0.000000
pr_001102304,0.098985, 0.000000
pr_000914369,0.098985, 0.000000
pr_000830192,0.098985, 0.000000
pr_000648648,0.098985, 0.000000
pr_000763317,0.098985, 0.000000
pr_001098194,0.098985, 0.000000
pr_000571020,0.098985, 0.000000
pr_001084226,0.098985, 0.000000
pr_001650776,0.098985, 0.000000
pr_000949322,0.098985, 0.000000
pr_000767202,0.098985, 0.000000
pr_000890537,0.098985, 0.000000
pr_001009905,0.098985, 0.000000
pr_000931763,0.098985, 0.000000
pr_000859860,0.098985, 0.000000
pr_000755993,0.098985, 0.000000
pr_000194887,0.098985, 0.000000
pr_000304143,0.098985, 0.000000
pr_000332808,0.098985, 0.000000
pr_000590076,0.098985, 0.000000
pr_000656247,0.098985, 0.000000
pr_001003738,0.098985, 0.000000
pr_001632281,0.098985, 0.000000
pr_000914501,0.098985, 0.000000
pr_000760338,0.098985, 0.000000
pr_000698515,0.098985, 0.000000
pr_000749090,0.098985, 0.000000
pr_000712273,0.098985, 0.000000
pr_000815227,0.098985, 0.000000
pr_001091710,0.098985, 0.000000
pr_001065724,0.098985, 0.000000
pr_001163750,0.098985, 0.000000
pr_001009726,0.098985, 0.000000
pr_001094031,0.098985, 0.000000
pr_000569053,0.098985, 0.000000
pr_000178666,0.098985, 0.000000
pr_000656293,0.098985, 0.000000
pr_001168318,0.098985, 0.000000
pr_000986032,0.098985, 0.000000
pr_000160664,0.098985, 0.000000
pr_001817182,0.098985, 0.000000
pr_001699184,0.098985, 0.000000
pr_000304918,0.098985, 0.000000
pr_000754394,0.098985, 0.000000
pr_000937708,0.098985, 0.000000
pr_001057059,0.098985, 0.000000
pr_001022507,0.098985, 0.000000
pr_000831466,0.098985, 0.000000
pr_000860269,0.098985, 0.000000
pr_001078295,0.098985, 0.000000
pr_001409815,0.098985, 0.000000
pr_000915911,0.098985, 0.000000
pr_000564669,0.098985, 0.000000
pr_000190855,0.098985, 0.000000
pr_001167408,0.098985, 0.000000
pr_001063036,0.098985, 0.000000
pr_001705343,0.098985, 0.000000
pr_000934132,0.098985, 0.000000
pr_000573920,0.098985, 0.000000
pr_000845742,0.098985, 0.000000
pr_000812575,0.098985, 0.000000
pr_001637995,0.098985, 0.000000
pr_000753651,0.098985, 0.000000
pr_001077344,0.098985, 0.000000
pr_000966420,0.098985, 0.000000
pr_000335284,0.098985, 0.000000
pr_000701072,0.098985, 0.000000
pr_000748847,0.098985, 0.000000
pr_000914434,0.098985, 0.000000
pr_000315795,0.098985, 0.000000
pr_000918282,0.098985, 0.000000
pr_001077940,0.098985, 0.000000
pr_000873250,0.098985, 0.000000
pr_000583917,0.098985, 0.000000
pr_001899427,0.098985, 0.000000
pr_000167125,0.098985, 0.000000
pr_000929781,0.098985, 0.000000
pr_000027326,0.098985, 0.000000
pr_000914505,0.098985, 0.000000
pr_000597553,0.098985, 0.000000
pr_000021644,0.098985, 0.000000
pr_000885285,0.098985, 0.000000
pr_001081011,0.098985, 0.000000
pr_000853656,0.098985, 0.000000
pr_001581167,0.098985, 0.000000
pr_001979158,0.098985, 0.000000
pr_000711915,0.098985, 0.000000
pr_001397592,0.098985, 0.000000
pr_002178663,0.098985, 0.000000
pr_000326833,0.098985, 0.000000
pr_000221551,0.098985, 0.000000
pr_001652379,0.098985, 0.000000
pr_000176549,0.098985, 0.000000
pr_000640476,0.098985, 0.000000
pr_000281806,0.098985, 0.000000
pr_000932335,0.098985, 0.000000
pr_000711347,0.098985, 0.000000
pr_001688096,0.098985, 0.000000
pr_000547076,0.098985, 0.000000
pr_000745280,0.098985, 0.000000
pr_001694549,0.098985, 0.000000
pr_001736570,0.098985, 0.000000
pr_000999739,0.098985, 0.000000
pr_000649840,0.098985, 0.000000
pr_000568714,0.098985, 0.000000
pr_000851820,0.098985, 0.000000
pr_000924097,0.098985, 0.000000
pr_000869815,0.098985, 0.000000
pr_000845050,0.098985, 0.000000
pr_000236848,0.098985, 0.000000
pr_001698781,0.098985, 0.000000
pr_001416233,0.098985, 0.000000
pr_000013546,0.098985, 0.000000
pr_001198432,0.098985, 0.000000
pr_000593825,0.098985, 0.000000
pr_001004650,0.098985, 0.000000
pr_000899759,0.098985, 0.000000
pr_001012475,0.098985, 0.000000
pr_000766923,0.098985, 0.000000
pr_001015589,0.098985, 0.000000
pr_000973464,0.098985, 0.000000
pr_000856200,0.098985, 0.000000
pr_000976946,0.098985, 0.000000
pr_000641012,0.098985, 0.000000
pr_001085299,0.098985, 0.000000
pr_000757699,0.098985, 0.000000
pr_000984136,0.098985, 0.000000
pr_000962369,0.098985, 0.000000
pr_000638449,0.098985, 0.000000
pr_000844389,0.098985, 0.000000
pr_000917971,0.098985, 0.000000
pr_001586866,0.098985, 0.000000
pr_001000165,0.098985, 0.000000
pr_000232526,0.098985, 0.000000
pr_001074419,0.098985, 0.000000
pr_000999070,0.098985, 0.000000
pr_000537998,0.098985, 0.000000
pr_001074865,0.098985, 0.000000
pr_000582342,0.098985, 0.000000
pr_000914601,0.098985, 0.000000
pr_001065020,0.098985, 0.000000
pr_001416518,0.098985, 0.000000
pr_000875274,0.098985, 0.000000
pr_000629299,0.098985, 0.000000
pr_001152120,0.098985, 0.000000
pr_001701913,0.098985, 0.000000
pr_000084605,0.098985, 0.000000
pr_001623992,0.098985, 0.000000
pr_001004700,0.098985, 0.000000
pr_000172239,0.098985, 0.000000
pr_001092412,0.098985, 0.000000
pr_000127813,0.098985, 0.000000
pr_001039117,0.098985, 0.000000
pr_001028005,0.098985, 0.000000
pr_001697261,0.098985, 0.000000
pr_000163349,0.098985, 0.000000
pr_000914561,0.098985, 0.000000
pr_000997728,0.098985, 0.000000
pr_000922972,0.098985, 0.000000
pr_000970390,0.098985, 0.000000
pr_001078132,0.098985, 0.000000
pr_000764933,0.098985, 0.000000
pr_001020142,0.098985, 0.000000
pr_000023183,0.098985, 0.000000
pr_001110361,0.098985, 0.000000
pr_000921788,0.098985, 0.000000
pr_000705125,0.098985, 0.000000
pr_001029781,0.098985, 0.000000
pr_000172754,0.098985, 0.000000
pr_001690360,0.098985, 0.000000
pr_001037851,0.098985, 0.000000
pr_001652467,0.098985, 0.000000
pr_001585555,0.098985, 0.000000
pr_000931288,0.098985, 0.000000
pr_001060223,0.098985, 0.000000
pr_000722079,0.098985, 0.000000
pr_000747313,0.098985, 0.000000
pr_001118514,0.098985, 0.000000
pr_001009782,0.098985, 0.000000
pr_001389720,0.098985, 0.000000
pr_001111722,0.098985, 0.000000
pr_000596196,0.098985, 0.000000
pr_000755620,0.098985, 0.000000
pr_000924608,0.098985, 0.000000
pr_000845115,0.098985, 0.000000
pr_000815044,0.098985, 0.000000
pr_001699919,0.098985, 0.000000
pr_000176762,0.098985, 0.000000
pr_001656611,0.098985, 0.000000
pr_000822870,0.098985, 0.000000
pr_001654933,0.098985, 0.000000
pr_000858914,0.098985, 0.000000
pr_001102317,0.098985, 0.000000
pr_001050533,0.098985, 0.000000
pr_000766673,0.098985, 0.000000
pr_000163753,0.098985, 0.000000
pr_000498841,0.098985, 0.000000
pr_000771811,0.098985, 0.000000
pr_000768718,0.098985, 0.000000
pr_000965269,0.098985, 0.000000
pr_000963591,0.098985, 0.000000
pr_000902673,0.098985, 0.000000
pr_002158697,0.098985, 0.000000
pr_000079606,0.098985, 0.000000
pr_000129777,0.098985, 0.000000
pr_001035387,0.098985, 0.000000
pr_001822947,0.098985, 0.000000
pr_000848405,0.098985, 0.000000
pr_001056984,0.098985, 0.000000
pr_000589456,0.098985, 0.000000
pr_000579275,0.098985, 0.000000
pr_001870929,0.098985, 0.000000
pr_000200547,0.098985, 0.000000
pr_000312186,0.098985, 0.000000
pr_000771792,0.098985, 0.000000
pr_000191391,0.098985, 0.000000
pr_000002721,0.098985, 0.000000
pr_001047128,0.098985, 0.000000
pr_000884002,0.098985, 0.000000
pr_001115209,0.098985, 0.000000
pr_000580927,0.098985, 0.000000
pr_001675242,0.098985, 0.000000
pr_000227827,0.098985, 0.000000
pr_000914344,0.098985, 0.000000
pr_000594592,0.098985, 0.000000
pr_000974412,0.098985, 0.000000
pr_001396203,0.098985, 0.000000
pr_000936693,0.098985, 0.000000
pr_000229113,0.098985, 0.000000
pr_000887994,0.098985, 0.000000
pr_000013820,0.098985, 0.000000
pr_001078102,0.098985, 0.000000
pr_000989828,0.098985, 0.000000
pr_001152922,0.098985, 0.000000
pr_001692576,0.098985, 0.000000
pr_001160065,0.098985, 0.000000
pr_002185728,0.098985, 0.000000
pr_000333009,0.098985, 0.000000
pr_001111676,0.098985, 0.000000
pr_001069065,0.098985, 0.000000
pr_001109086,0.098985, 0.000000
pr_000754229,0.098985, 0.000000
pr_000642259,0.098985, 0.000000
pr_000819183,0.098985, 0.000000
pr_001006717,0.098985, 0.000000
pr_001701132,0.098985, 0.000000
pr_000705891,0.098985, 0.000000
pr_000923647,0.098985, 0.000000
pr_000958086,0.098985, 0.000000
pr_001646754,0.098985, 0.000000
pr_001112518,0.098985, 0.000000
pr_001085481,0.098985, 0.000000
pr_000219001,0.098985, 0.000000
pr_001088134,0.098985, 0.000000
pr_001036864,0.098985, 0.000000
pr_000644242,0.098985, 0.000000
pr_000325816,0.098985, 0.000000
pr_001025133,0.098985, 0.000000
pr_001601616,0.098985, 0.000000
pr_000836624,0.098985, 0.000000
pr_000219567,0.098985, 0.000000
pr_000886790,0.098985, 0.000000
pr_000650348,0.098985, 0.000000
pr_000859300,0.098985, 0.000000
pr_000710701,0.098985, 0.000000
pr_000658374,0.098985, 0.000000
pr_000290620,0.098985, 0.000000
pr_001819205,0.098985, 0.000000
pr_001643290,0.098985, 0.000000
pr_001653220,0.098985, 0.000000
pr_000538908,0.098985, 0.000000
pr_001091516,0.098985, 0.000000
pr_000966771,0.098985, 0.000000
pr_001007835,0.098985, 0.000000
pr_000888297,0.098985, 0.000000
pr_001396191,0.098985, 0.000000
pr_000693112,0.098985, 0.000000
pr_000696334,0.098985, 0.000000
pr_000872583,0.098985, 0.000000
pr_000904407,0.098985, 0.000000
pr_000836865,0.098985, 0.000000
pr_000226529,0.098985, 0.000000
pr_002061970,0.098985, 0.000000
pr_001702700,0.098985, 0.000000
pr_000023671,0.098985, 0.000000
pr_001062833,0.098985, 0.000000
pr_000575039,0.098985, 0.000000
pr_001145258,0.098985, 0.000000
pr_000584701,0.098985, 0.000000
pr_001697710,0.098985, 0.000000
pr_000161784,0.098985, 0.000000
pr_001008813,0.098985, 0.000000
pr_001815061,0.098985, 0.000000
pr_000885611,0.098985, 0.000000
pr_000200294,0.098985, 0.000000
pr_001825310,0.098985, 0.000000
pr_001647330,0.098985, 0.000000
pr_001410277,0.098985, 0.000000
pr_001646121,0.098985, 0.000000
pr_000489297,0.098985, 0.000000
pr_001115104,0.098985, 0.000000
pr_001057011,0.098985, 0.000000
pr_000998096,0.098985, 0.000000
pr_000759027,0.098985, 0.000000
pr_000176985,0.098985, 0.000000
pr_000699745,0.098985, 0.000000
pr_001002886,0.098985, 0.000000
pr_000847451,0.098985, 0.000000
pr_001600983,0.098985, 0.000000
pr_000887651,0.098985, 0.000000
pr_000206046,0.098985, 0.000000
pr_000978851,0.098985, 0.000000
pr_000939214,0.098985, 0.000000
pr_000012363,0.098985, 0.000000
pr_000899370,0.098985, 0.000000
pr_000986002,0.098985, 0.000000
pr_000668539,0.098985, 0.000000
pr_001596878,0.098985, 0.000000
pr_000021747,0.098985, 0.000000
pr_000760350,0.098985, 0.000000
pr_000659491,0.098985, 0.000000
pr_000186658,0.098985, 0.000000
pr_000984488,0.098985, 0.000000
pr_000210663,0.098985, 0.000000
pr_000172037,0.098985, 0.000000
pr_000880210,0.098985, 0.000000
pr_000917900,0.098985, 0.000000
pr_001599410,0.098985, 0.000000
pr_001816367,0.098985, 0.000000
pr_001901324,0.098985, 0.000000
pr_001044294,0.098985, 0.000000
pr_000904197,0.098985, 0.000000
pr_001037030,0.098985, 0.000000
pr_000179191,0.098985, 0.000000
pr_000871078,0.098985, 0.000000
pr_001108533,0.098985, 0.000000
pr_000743418,0.098985, 0.000000
pr_001005448,0.098985, 0.000000
pr_000930688,0.098985, 0.000000
pr_000003564,0.098985, 0.000000
pr_000003343,0.098985, 0.000000
pr_001820731,0.098985, 0.000000
pr_000191162,0.098985, 0.000000
pr_000587953,0.098985, 0.000000
pr_001606651,0.098985, 0.000000
pr_000526837,0.098985, 0.000000
pr_000235933,0.098985, 0.000000
pr_001739094,0.098985, 0.000000
pr_000718410,0.098985, 0.000000
pr_000968002,0.098985, 0.000000
pr_000734515,0.098985, 0.000000
pr_001702689,0.098985, 0.000000
pr_000995080,0.098985, 0.000000
pr_001819750,0.098985, 0.000000
pr_000818969,0.098985, 0.000000
pr_000200510,0.098985, 0.000000
pr_001675294,0.098985, 0.000000
pr_000124061,0.098985, 0.000000
pr_000591180,0.098985, 0.000000
pr_001401663,0.098985, 0.000000
pr_001769761,0.098985, 0.000000
pr_000631152,0.098985, 0.000000
pr_000915509,0.098985, 0.000000
pr_000927147,0.098985, 0.000000
pr_000738908,0.098985, 0.000000
pr_000176452,0.098985, 0.000000
pr_000667610,0.098985, 0.000000
pr_000158416,0.098985, 0.000000
pr_001815221,0.098985, 0.000000
pr_001700165,0.098985, 0.000000
pr_001630706,0.098985, 0.000000
pr_001167482,0.098985, 0.000000
pr_000977200,0.098985, 0.000000
pr_000509381,0.098985, 0.000000
pr_000758795,0.098985, 0.000000
pr_000981562,0.098985, 0.000000
pr_000830743,0.098985, 0.000000
pr_000975848,0.098985, 0.000000
pr_000918746,0.098985, 0.000000
pr_001050964,0.098985, 0.000000
pr_000805523,0.098985, 0.000000
pr_001092173,0.098985, 0.000000
pr_000703373,0.098985, 0.000000
pr_000004308,0.098985, 0.000000
pr_001019584,0.098985, 0.000000
pr_000966595,0.098985, 0.000000
pr_001651455,0.098985, 0.000000
pr_001017056,0.098985, 0.000000
pr_001059623,0.098985, 0.000000
pr_001813385,0.098985, 0.000000
pr_001065282,0.098985, 0.000000
pr_000917042,0.098985, 0.000000
pr_000347439,0.098985, 0.000000
pr_001631298,0.098985, 0.000000
pr_000705162,0.098985, 0.000000
pr_000653031,0.098985, 0.000000
pr_001588526,0.098985, 0.000000
pr_001744882,0.098985, 0.000000
pr_002237965,0.098985, 0.000000
pr_000595506,0.098985, 0.000000
pr_000732925,0.098985, 0.000000
pr_000640371,0.098985, 0.000000
pr_000887646,0.098985, 0.000000
pr_000875204,0.098985, 0.000000
pr_001688100,0.098985, 0.000000
pr_001598907,0.098985, 0.000000
pr_000098862,0.098985, 0.000000
pr_001768455,0.098985, 0.000000
pr_000627006,0.098985, 0.000000
pr_001016852,0.098985, 0.000000
pr_000501929,0.098985, 0.000000
pr_000563665,0.098985, 0.000000
pr_000766265,0.098985, 0.000000
pr_000324641,0.098985, 0.000000
pr_000925460,0.098985, 0.000000
pr_000947217,0.098985, 0.000000
pr_001133216,0.098985, 0.000000
pr_001702245,0.098985, 0.000000
pr_000924858,0.098985, 0.000000
pr_000828882,0.098985, 0.000000
pr_000917666,0.098985, 0.000000
pr_001604307,0.098985, 0.000000
pr_000636451,0.098985, 0.000000
pr_000975387,0.098985, 0.000000
pr_000568088,0.098985, 0.000000
pr_000640639,0.098985, 0.000000
pr_000320838,0.098985, 0.000000
pr_000879580,0.098985, 0.000000
pr_000708857,0.098985, 0.000000
pr_000019527,0.098985, 0.000000
pr_001111795,0.098985, 0.000000
pr_000946457,0.098985, 0.000000
pr_001031644,0.098985, 0.000000
pr_000767183,0.098985, 0.000000
pr_000899330,0.098985, 0.000000
pr_001036868,0.098985, 0.000000
pr_000170046,0.098985, 0.000000
pr_001589051,0.098985, 0.000000
pr_001084292,0.098985, 0.000000
pr_000011693,0.098985, 0.000000
pr_000977592,0.098985, 0.000000
pr_000753846,0.098985, 0.000000
pr_000534797,0.098985, 0.000000
pr_000629027,0.098985, 0.000000
pr_000756326,0.098985, 0.000000
pr_000935504,0.098985, 0.000000
pr_001623625,0.098985, 0.000000
pr_000998580,0.098985, 0.000000
pr_000698640,0.098985, 0.000000
pr_000191908,0.098985, 0.000000
pr_000014590,0.098985, 0.000000
pr_001831272,0.098985, 0.000000
pr_000837529,0.098985, 0.000000
pr_001720577,0.098985, 0.000000
pr_000568376,0.098985, 0.000000
pr_001038500,0.098985, 0.000000
pr_001825343,0.098985, 0.000000
pr_000707050,0.098985, 0.000000
pr_000702616,0.098985, 0.000000
pr_001071697,0.098985, 0.000000
pr_001015112,0.098985, 0.000000
pr_000161239,0.098985, 0.000000
pr_001596219,0.098985, 0.000000
pr_000237001,0.098985, 0.000000
pr_000701037,0.098985, 0.000000
pr_000999039,0.098985, 0.000000
pr_001704387,0.098985, 0.000000
pr_000705290,0.098985, 0.000000
pr_000528339,0.098985, 0.000000
pr_001047108,0.098985, 0.000000
pr_001038501,0.098985, 0.000000
pr_000757320,0.098985, 0.000000
pr_001119290,0.098985, 0.000000
pr_000760898,0.098985, 0.000000
pr_000956834,0.098985, 0.000000
pr_000642743,0.098985, 0.000000
pr_000727940,0.098985, 0.000000
pr_001123759,0.098985, 0.000000
pr_001074841,0.098985, 0.000000
pr_000961200,0.098985, 0.000000
pr_001047640,0.098985, 0.000000
pr_001416155,0.098985, 0.000000
pr_000644325,0.098985, 0.000000
pr_000232539,0.098985, 0.000000
pr_001397919,0.098985, 0.000000
pr_001899446,0.098985, 0.000000
pr_000907548,0.098985, 0.000000
pr_000748152,0.098985, 0.000000
pr_001826969,0.098985, 0.000000
pr_000700115,0.098985, 0.000000
pr_001702187,0.098985, 0.000000
pr_001700364,0.098985, 0.000000
pr_000855147,0.098985, 0.000000
pr_001005950,0.098985, 0.000000
pr_001121482,0.098985, 0.000000
pr_000979946,0.098985, 0.000000
pr_000918857,0.098985, 0.000000
pr_001700445,0.098985, 0.000000
pr_001032565,0.098985, 0.000000
pr_000595445,0.098985, 0.000000
pr_001814840,0.098985, 0.000000
pr_001081030,0.098985, 0.000000
pr_000814022,0.098985, 0.000000
pr_000583929,0.098985, 0.000000
pr_001646704,0.098985, 0.000000
pr_000851249,0.098985, 0.000000
pr_001820598,0.098985, 0.000000
pr_001901168,0.098985, 0.000000
pr_000985021,0.098985, 0.000000
pr_000902655,0.098985, 0.000000
pr_000814589,0.098985, 0.000000
pr_000702392,0.098985, 0.000000
pr_001820595,0.098985, 0.000000
pr_000018872,0.098985, 0.000000
pr_000915188,0.098985, 0.000000
pr_001602419,0.098985, 0.000000
pr_000003566,0.098985, 0.000000
pr_000879109,0.098985, 0.000000
pr_001114314,0.098985, 0.000000
pr_000975534,0.098985, 0.000000
pr_001078357,0.098985, 0.000000
pr_000175199,0.098985, 0.000000
pr_001676118,0.098985, 0.000000
pr_000864380,0.098985, 0.000000
pr_000024440,0.098985, 0.000000
pr_000728468,0.098985, 0.000000
pr_001155812,0.098985, 0.000000
pr_001687423,0.098985, 0.000000
pr_001619705,0.098985, 0.000000
pr_001081004,0.098985, 0.000000
pr_000695004,0.098985, 0.000000
pr_001067661,0.098985, 0.000000
pr_000858716,0.098985, 0.000000
pr_000594303,0.098985, 0.000000
pr_000184106,0.098985, 0.000000
pr_001389232,0.098985, 0.000000
pr_001769776,0.098985, 0.000000
pr_000743131,0.098985, 0.000000
pr_000855052,0.098985, 0.000000
pr_001013475,0.098985, 0.000000
pr_000831414,0.098985, 0.000000
pr_000591816,0.098985, 0.000000
pr_000912912,0.098985, 0.000000
pr_000584735,0.098985, 0.000000
pr_001829875,0.098985, 0.000000
pr_001697262,0.098985, 0.000000
pr_001062812,0.098985, 0.000000
pr_001132176,0.098985, 0.000000
pr_001085724,0.098985, 0.000000
pr_001604242,0.098985, 0.000000
pr_001605454,0.098985, 0.000000
pr_001061201,0.098985, 0.000000
pr_000883877,0.098985, 0.000000
pr_000959525,0.098985, 0.000000
pr_000845260,0.098985, 0.000000
pr_001102520,0.098985, 0.000000
pr_000162837,0.098985, 0.000000
pr_001581200,0.098985, 0.000000
pr_000734430,0.098985, 0.000000
pr_000332453,0.098985, 0.000000
pr_001026002,0.098985, 0.000000
pr_001121068,0.098985, 0.000000
pr_000107444,0.098985, 0.000000
pr_000854528,0.098985, 0.000000
pr_000721798,0.098985, 0.000000
pr_000573088,0.098985, 0.000000
pr_000977294,0.098985, 0.000000
pr_000214489,0.098985, 0.000000
pr_000737500,0.098985, 0.000000
pr_001821128,0.098985, 0.000000
pr_000300417,0.098985, 0.000000
pr_001392756,0.098985, 0.000000
pr_001027647,0.098985, 0.000000
pr_000158240,0.098985, 0.000000
pr_001690302,0.098985, 0.000000
pr_001083955,0.098985, 0.000000
pr_001608520,0.098985, 0.000000
pr_000748789,0.098985, 0.000000
pr_000213409,0.098985, 0.000000
pr_001688072,0.098985, 0.000000
pr_001133048,0.098985, 0.000000
pr_001388583,0.098985, 0.000000
pr_000703686,0.098985, 0.000000
pr_000693890,0.098985, 0.000000
pr_000668815,0.098985, 0.000000
pr_001029144,0.098985, 0.000000
pr_001065354,0.098985, 0.000000
pr_001819271,0.098985, 0.000000
pr_001697285,0.098985, 0.000000
pr_000632695,0.098985, 0.000000
pr_001604286,0.098985, 0.000000
pr_000324253,0.098985, 0.000000
pr_000978838,0.098985, 0.000000
pr_000767311,0.098985, 0.000000
pr_000871578,0.098985, 0.000000
pr_001709355,0.098985, 0.000000
pr_000636691,0.098985, 0.000000
pr_000917905,0.098985, 0.000000
pr_000851984,0.098985, 0.000000
pr_000333188,0.098985, 0.000000
pr_000967206,0.098985, 0.000000
pr_000198423,0.098985, 0.000000
pr_001816213,0.098985, 0.000000
pr_000658847,0.098985, 0.000000
pr_001649403,0.098985, 0.000000
pr_001022424,0.098985, 0.000000
pr_000223960,0.098985, 0.000000
pr_001085589,0.098985, 0.000000
pr_000488840,0.098985, 0.000000
pr_000701927,0.098985, 0.000000
pr_000964023,0.098985, 0.000000
pr_001162836,0.098985, 0.000000
pr_001078088,0.098985, 0.000000
pr_000594899,0.098985, 0.000000
pr_001769977,0.098985, 0.000000
pr_001601809,0.098985, 0.000000
pr_000227273,0.098985, 0.000000
pr_001108461,0.098985, 0.000000
pr_001387675,0.098985, 0.000000
pr_000698107,0.098985, 0.000000
pr_001693819,0.098985, 0.000000
pr_000954109,0.098985, 0.000000
pr_000022245,0.098985, 0.000000
pr_000693787,0.098985, 0.000000
pr_000166810,0.098985, 0.000000
pr_001616981,0.098985, 0.000000
pr_000591043,0.098985, 0.000000
pr_000652069,0.098985, 0.000000
pr_000343452,0.098985, 0.000000
pr_000649009,0.098985, 0.000000
pr_000668541,0.098985, 0.000000
pr_000232813,0.098985, 0.000000
pr_000741188,0.098985, 0.000000
pr_000937719,0.098985, 0.000000
pr_000819251,0.098985, 0.000000
pr_001132308,0.098985, 0.000000
pr_001004798,0.098985, 0.000000
pr_000577146,0.098985, 0.000000
pr_000931302,0.098985, 0.000000
pr_000130861,0.098985, 0.000000
pr_001157587,0.098985, 0.000000
pr_000772504,0.098985, 0.000000
pr_000584759,0.098985, 0.000000
pr_000645313,0.098985, 0.000000
pr_000729618,0.098985, 0.000000
pr_000095063,0.098985, 0.000000
pr_001198441,0.098985, 0.000000
pr_001166634,0.098985, 0.000000
pr_001115287,0.098985, 0.000000
pr_002054668,0.098985, 0.000000
pr_000566694,0.098985, 0.000000
pr_001596896,0.098985, 0.000000
pr_001630641,0.098985, 0.000000
pr_000984453,0.098985, 0.000000
pr_001616028,0.098985, 0.000000
pr_000930531,0.098985, 0.000000
pr_001639952,0.098985, 0.000000
pr_001048640,0.098985, 0.000000
pr_000812313,0.098985, 0.000000
