Product ID : 1021 JPs covered : 67 : Banking, 
us_000591836,0.652779, 0.363082
us_000483214,0.652779, 0.363115
us_000497388,0.652779, 0.363216
us_000474150,0.652779, 0.363216
us_000473288,0.652779, 0.363216
us_000149713,0.652779, 0.363216
us_000469752,0.652779, 0.363216
us_000473734,0.652779, 0.363216
us_000589219,0.652779, 0.363216
us_000471151,0.652779, 0.363216
us_000266355,0.652779, 0.363216
us_000476242,0.652779, 0.363216
us_000460121,0.652779, 0.363216
us_000473702,0.652779, 0.363216
us_000471093,0.652779, 0.363216
us_000460077,0.652779, 0.363216
us_000285457,0.652779, 0.363216
us_000470912,0.652779, 0.363216
us_000520589,0.652779, 0.363261
us_000580453,0.652779, 0.363302
us_000580454,0.652779, 0.363302
us_000615265,0.652779, 0.363323
us_000564225,0.652779, 0.363850
us_000580461,0.652779, 0.363880
us_000580456,0.652779, 0.363880
us_000580544,0.652779, 0.363880
us_000580460,0.652779, 0.363880
us_000580457,0.652779, 0.363880
us_000580458,0.652779, 0.363880
us_000580548,0.652779, 0.363880
us_000582594,0.652779, 0.363880
us_000580545,0.652779, 0.363880
us_000580459,0.652779, 0.363880
us_000580547,0.652779, 0.363880
us_000568873,0.652779, 0.363939
us_000473704,0.652779, 0.363970
us_000484115,0.652779, 0.364070
us_000558577,0.652779, 0.364078
us_000480605,0.652779, 0.364143
us_000497970,0.652779, 0.364308
us_000558339,0.652779, 0.364943
us_000568394,0.652779, 0.364949
us_000470897,0.652779, 0.365129
us_000593098,0.652779, 0.365208
us_000494612,0.652779, 0.365396
us_000579153,0.652779, 0.365524
us_000560636,0.652779, 0.365739
us_000578836,0.652779, 0.365739
us_000481110,0.652779, 0.365765
us_000462036,0.652779, 0.365941
us_000505502,0.652779, 0.366147
us_000505516,0.652779, 0.366147
us_000579566,0.652779, 0.366972
us_000494626,0.652779, 0.367033
us_000601440,0.652779, 0.367252
us_000577146,0.652779, 0.367274
us_000577138,0.652779, 0.367274
us_000615189,0.652779, 0.367274
us_000579245,0.652779, 0.367379
us_000577477,0.652779, 0.367379
us_000578926,0.652779, 0.367379
us_000614918,0.652779, 0.367379
us_000580605,0.652779, 0.367379
us_000579165,0.652779, 0.367379
us_000588185,0.652779, 0.367400
us_000545782,0.652779, 0.367420
us_000476304,0.652779, 0.367500
us_000558174,0.652779, 0.368431
us_000579262,0.652779, 0.368521
us_000541957,0.652779, 0.368581
us_000166542,0.652779, 0.368581
us_000460563,0.652779, 0.368581
us_000468842,0.652779, 0.368581
us_000468322,0.652779, 0.368581
us_000459807,0.652779, 0.368581
us_000541966,0.652779, 0.368581
us_000471020,0.652779, 0.368581
us_000541952,0.652779, 0.368581
us_000262903,0.652779, 0.368581
us_000466351,0.652779, 0.368581
us_000459431,0.652779, 0.368581
us_000470732,0.652779, 0.368581
us_000476395,0.652779, 0.368581
us_000466590,0.652779, 0.368581
us_000467915,0.652779, 0.368581
us_000476122,0.652779, 0.368581
us_000541968,0.652779, 0.368581
us_000476064,0.652779, 0.368581
us_000541953,0.652779, 0.368581
us_000475987,0.652779, 0.368581
us_000541973,0.652779, 0.368581
us_000220175,0.652779, 0.368581
us_000461826,0.652779, 0.368581
us_000458533,0.652779, 0.368581
us_000487833,0.652779, 0.368581
us_000468909,0.652779, 0.368581
us_000475357,0.652779, 0.368581
us_000459263,0.652779, 0.368581
us_000095124,0.652779, 0.368581
us_000468592,0.652779, 0.368581
us_000600742,0.652779, 0.368581
us_000170578,0.652779, 0.368581
us_000584476,0.652779, 0.368581
us_000467609,0.652779, 0.368581
us_000459931,0.652779, 0.368581
us_000459421,0.652779, 0.368581
us_000094629,0.652779, 0.368581
us_000541969,0.652779, 0.368581
us_000123607,0.652779, 0.368581
us_000577419,0.652779, 0.368581
us_000475579,0.652779, 0.368581
us_000475751,0.652779, 0.368581
us_000290219,0.652779, 0.368581
us_000470937,0.652779, 0.368581
us_000579794,0.652779, 0.368581
us_000470638,0.652779, 0.368581
us_000541951,0.652779, 0.368581
us_000600743,0.652779, 0.368581
us_000589851,0.652779, 0.368581
us_000470658,0.652779, 0.368581
us_000476403,0.652779, 0.368581
us_000089392,0.652779, 0.368581
us_000478392,0.652779, 0.368581
us_000458504,0.652779, 0.368581
us_000468037,0.652779, 0.368581
us_000370330,0.652779, 0.368581
us_000458574,0.652779, 0.368581
us_000541962,0.652779, 0.368581
us_000167565,0.652779, 0.368581
us_000018344,0.652779, 0.368581
us_000232146,0.652779, 0.368581
us_000459444,0.652779, 0.368581
us_000476451,0.652779, 0.368581
us_000455608,0.652779, 0.368581
us_000355364,0.652779, 0.368581
us_000459253,0.652779, 0.368581
us_000541967,0.652779, 0.368581
us_000486987,0.652779, 0.368581
us_000504031,0.652779, 0.368581
us_000467902,0.652779, 0.368581
us_000056839,0.652779, 0.368581
us_000459453,0.652779, 0.368581
us_000473196,0.652779, 0.368581
us_000458730,0.652779, 0.368581
us_000475435,0.652779, 0.368581
us_000295865,0.652779, 0.368581
us_000446742,0.652779, 0.368581
us_000461761,0.652779, 0.368581
us_000476428,0.652779, 0.368581
us_000473463,0.652779, 0.368581
us_000476425,0.652779, 0.368581
us_000476474,0.652779, 0.368581
us_000517858,0.652779, 0.368581
us_000466860,0.652779, 0.368581
us_000461662,0.652779, 0.368581
us_000541975,0.652779, 0.368581
us_000355736,0.652779, 0.368581
us_000461748,0.652779, 0.368581
us_000461694,0.652779, 0.368581
us_000469012,0.652779, 0.368581
us_000446316,0.652779, 0.368581
us_000417579,0.652779, 0.368581
us_000475411,0.652779, 0.368581
us_000591886,0.652779, 0.368581
us_000474593,0.652779, 0.368581
us_000541956,0.652779, 0.368581
us_000494096,0.652779, 0.368581
us_000541954,0.652779, 0.368581
us_000468707,0.652779, 0.368581
us_000068996,0.652779, 0.368581
us_000580582,0.652779, 0.368581
us_000468685,0.652779, 0.368581
us_000476482,0.652779, 0.368581
us_000589822,0.652779, 0.368581
us_000461967,0.652779, 0.368581
us_000579507,0.652779, 0.368581
us_000541974,0.652779, 0.368581
us_000458475,0.652779, 0.368581
us_000470370,0.652779, 0.368581
us_000215927,0.652779, 0.368581
us_000431132,0.652779, 0.368581
us_000057425,0.652779, 0.368581
us_000467698,0.652779, 0.368581
us_000061840,0.652779, 0.368581
us_000470406,0.652779, 0.368581
us_000476432,0.652779, 0.368581
us_000475969,0.652779, 0.368581
us_000475795,0.652779, 0.368581
us_000471044,0.652779, 0.368581
us_000541959,0.652779, 0.368581
us_000487715,0.652779, 0.368581
us_000528648,0.652779, 0.368788
us_000486456,0.652779, 0.368847
us_000035997,0.652779, 0.368887
us_000517806,0.652779, 0.369121
us_000549979,0.652779, 0.369124
us_000613627,0.652779, 0.369140
us_000607902,0.652779, 0.369169
us_000476399,0.652779, 0.369279
us_000459420,0.652779, 0.369308
us_000537193,0.652779, 0.369335
us_000460973,0.652779, 0.369503
us_000521894,0.652779, 0.369686
us_000556138,0.652779, 0.369949
us_000588726,0.652779, 0.370324
us_000471220,0.652779, 0.370331
us_000473511,0.652779, 0.370337
us_000602793,0.652779, 0.370493
us_000466319,0.652779, 0.370493
us_000461605,0.652779, 0.370493
us_000564147,0.652779, 0.370993
us_000514789,0.652779, 0.371160
us_000084555,0.652779, 0.371191
us_000488400,0.652779, 0.371424
us_000466945,0.652779, 0.371533
us_000475596,0.652779, 0.371826
us_000469014,0.652779, 0.371976
us_000598420,0.652779, 0.372726
us_000430253,0.652779, 0.373250
us_000565166,0.652779, 0.373379
us_000612548,0.652779, 0.373461
us_000514366,0.652779, 0.373608
us_000602194,0.652779, 0.375036
us_000466687,0.652779, 0.375322
us_000582639,0.652779, 0.375539
us_000602570,0.652779, 0.375758
us_000574499,0.652779, 0.375779
us_000487346,0.652779, 0.375969
us_000597938,0.652779, 0.376319
us_000596257,0.652779, 0.376882
us_000558669,0.652779, 0.376987
us_000473745,0.652779, 0.377354
us_000487307,0.652779, 0.377585
us_000565943,0.652779, 0.377843
us_000489672,0.652779, 0.378181
us_000065383,0.652779, 0.378630
us_000567778,0.652779, 0.378744
us_000550591,0.652779, 0.379292
us_000559803,0.652779, 0.379797
us_000561965,0.652779, 0.379803
us_000208059,0.652779, 0.380072
us_000547546,0.652779, 0.380072
us_000479571,0.652779, 0.380072
us_000572754,0.652779, 0.380469
us_000576595,0.652779, 0.380659
us_000588727,0.652779, 0.381191
us_000488486,0.652779, 0.381214
us_000579981,0.652779, 0.381714
us_000589780,0.652779, 0.381770
us_000602616,0.652779, 0.381826
us_000201174,0.652779, 0.382151
us_000517789,0.652779, 0.382757
us_000514746,0.652779, 0.383126
us_000550252,0.652779, 0.383156
us_000494107,0.652779, 0.383571
us_000517079,0.652779, 0.383854
us_000484777,0.652779, 0.384268
us_000553673,0.652779, 0.384378
us_000579941,0.652779, 0.384421
us_000566436,0.652779, 0.385247
us_000602046,0.652779, 0.386038
us_000542922,0.652779, 0.386467
us_000549634,0.652779, 0.386468
us_000458473,0.652779, 0.389353
us_000185446,0.652779, 0.389479
us_000568355,0.652779, 0.391642
us_000581876,0.652779, 0.392586
us_000541182,0.652779, 0.395552
us_000585421,0.652779, 0.395981
us_000592585,0.652779, 0.396189
us_000523217,0.652779, 0.396334
us_000541842,0.652779, 0.396842
us_000566814,0.652779, 0.399525
us_000608414,0.652779, 0.401372
us_000501724,0.652779, 0.401851
us_000461754,0.652779, 0.402707
us_000475495,0.652779, 0.403886
us_000493282,0.652779, 0.404395
us_000595338,0.652779, 0.404753
us_000511948,0.652779, 0.405352
us_000572477,0.652779, 0.405981
us_000493488,0.652779, 0.407606
us_000514820,0.652779, 0.408834
us_000476337,0.652779, 0.416708
us_000486582,0.652779, 0.417126
us_000570748,0.652779, 0.418963
us_000579104,0.652779, 0.426041
us_000594579,0.652779, 0.434085
us_000471019,0.652779, 0.434591
us_000479686,0.652779, 0.435356
us_000504524,0.652779, 0.453027
us_000608626,0.652779, 0.464797
us_000513937,0.652779, 0.467352
us_000614125,0.652779, 0.467899
us_000541151,0.652779, 0.468383
us_000481281,0.652779, 0.476975
us_000488473,0.652779, 0.479529
us_000468442,0.652779, 0.480685
us_000616073,0.652779, 0.499033
us_000541269,0.652779, 0.503712
us_000474092,0.652779, 0.511357
us_000571527,0.652779, 0.514070
us_000559379,0.652779, 0.516875
us_000566932,0.652779, 0.543509
us_000559337,0.652779, 0.555805
us_000565409,0.652779, 0.575074
us_000568814,0.652779, 0.593097
us_000517194,0.652779, 1.044260
us_000201202,0.652779, 1.186517
us_000579777,0.652779, 1.253944
us_000532813,0.652779, 1.985318
us_000476205,0.615734, 0.000001
us_000474944,0.615734, 0.000001
us_000476829,0.615734, 0.000001
pr_001004874,0.615734, 0.000001
pr_002108711,0.615734, 0.000003
pr_001991365,0.615734, 0.000015
pr_000377746,0.615734, 0.000054
pr_000412572,0.615734, 0.000171
us_000591258,0.615734, 0.091913
us_000590787,0.615734, 0.135811
us_000567832,0.615734, 0.276117
us_000476385,0.615734, 0.299776
us_000597498,0.615734, 0.300787
us_000582387,0.615734, 0.307602
us_000564064,0.615734, 0.308326
us_000590310,0.615734, 0.312814
us_000388840,0.615734, 0.328672
us_000468337,0.615734, 0.330914
us_000602049,0.615734, 0.345021
us_000602045,0.615734, 0.352876
us_000602192,0.615734, 0.357025
us_000610451,0.615734, 0.357025
us_000608192,0.615734, 0.357025
us_000469158,0.615734, 0.357025
us_000495580,0.615734, 0.366372
us_000584120,0.615734, 0.372182
us_000199436,0.615734, 0.375456
us_000577607,0.615734, 0.380108
us_000077458,0.615734, 0.389335
us_000525506,0.615734, 0.389335
us_000581956,0.615734, 0.409046
us_000598596,0.615734, 0.410113
us_000582524,0.615734, 0.418429
us_000593145,0.615734, 0.420436
us_000593144,0.615734, 0.420436
us_000515519,0.615734, 0.424284
us_000582637,0.615734, 0.424284
us_000582635,0.615734, 0.424284
us_000598846,0.615734, 0.424284
us_000567475,0.615734, 0.425642
us_000585724,0.615734, 0.425642
us_000598844,0.615734, 0.426005
us_000598473,0.615734, 0.428435
us_000597540,0.615734, 0.429473
us_000597646,0.615734, 0.429473
us_000576050,0.615734, 0.429473
us_000614330,0.615734, 0.429473
us_000468972,0.615734, 0.430831
us_000567412,0.615734, 0.430831
us_000617463,0.615734, 0.433569
us_000598001,0.615734, 0.433569
us_000598002,0.615734, 0.433569
us_000597978,0.615734, 0.433569
us_000597935,0.615734, 0.433569
us_000598067,0.615734, 0.433569
us_000597963,0.615734, 0.433569
us_000592308,0.615734, 0.438758
us_000585493,0.615734, 0.438758
us_000591906,0.615734, 0.438758
us_000585491,0.615734, 0.438758
us_000586431,0.615734, 0.438758
us_000592478,0.615734, 0.438758
us_000582641,0.615734, 0.438758
us_000585497,0.615734, 0.438758
us_000585494,0.615734, 0.438758
us_000591925,0.615734, 0.438758
us_000590353,0.615734, 0.438758
us_000592430,0.615734, 0.438758
us_000585490,0.615734, 0.438758
us_000586432,0.615734, 0.438758
us_000582500,0.615734, 0.438758
us_000585492,0.615734, 0.438758
us_000592577,0.615734, 0.438758
us_000585617,0.615734, 0.438758
us_000584006,0.615734, 0.438758
us_000584603,0.615734, 0.441063
us_000012687,0.615734, 0.451822
us_000479474,0.615734, 0.592193
us_000566762,0.615734, 0.706457
us_000229799,0.615734, 0.915815
us_000609302,0.383765, 0.000000
us_000582687,0.383765, 0.000000
us_000609006,0.383765, 0.000000
us_000577321,0.383765, 0.000000
us_000518310,0.383765, 0.000005
us_000566760,0.383765, 0.000005
us_000541892,0.383765, 0.002886
us_000588936,0.383765, 0.413232
us_000597881,0.383765, 0.424075
us_000475224,0.383765, 0.439953
us_000497243,0.383765, 0.454768
us_000564505,0.383765, 0.455357
us_000596385,0.383765, 0.465692
us_000467695,0.383765, 0.473303
us_000546085,0.383765, 0.478218
us_000193611,0.383765, 0.484691
us_000508790,0.383765, 0.488950
us_000468974,0.383765, 0.495677
us_000475608,0.383765, 0.498161
us_000547695,0.383765, 0.500514
us_000487015,0.383765, 0.503121
us_000555550,0.383765, 0.506800
us_000525878,0.383765, 0.506810
us_000510427,0.383765, 0.507044
us_000515564,0.383765, 0.512435
us_000475639,0.383765, 0.515662
us_000544802,0.383765, 0.520137
us_000012139,0.383765, 0.521844
us_000468170,0.383765, 0.522233
us_000579551,0.383765, 0.524417
us_000467456,0.383765, 0.525273
us_000471045,0.383765, 0.525754
us_000546158,0.383765, 0.526959
us_000594703,0.383765, 0.527645
us_000478516,0.383765, 0.530864
us_000555055,0.383765, 0.537081
us_000475885,0.383765, 0.541421
us_000567785,0.383765, 0.542791
us_000557690,0.383765, 0.543495
us_000478442,0.383765, 0.543757
us_000494788,0.383765, 0.545871
us_000542144,0.383765, 0.547043
us_000474964,0.383765, 0.547164
us_000564957,0.383765, 0.547525
us_000579381,0.383765, 0.548826
us_000559041,0.383765, 0.550187
us_000576546,0.383765, 0.552020
us_000203192,0.383765, 0.553527
us_000427041,0.383765, 0.553670
us_000475508,0.383765, 0.553892
us_000543585,0.383765, 0.554456
pr_000965581,0.383765, 0.554558
us_000489303,0.383765, 0.555662
us_000483221,0.383765, 0.560136
us_000591204,0.383765, 0.560184
us_000616342,0.383765, 0.560434
us_000565926,0.383765, 0.560884
us_000612204,0.383765, 0.563623
us_000576226,0.383765, 0.564609
us_000600972,0.383765, 0.566377
us_000578964,0.383765, 0.566451
us_000476406,0.383765, 0.566871
us_000480250,0.383765, 0.568501
us_000460740,0.383765, 0.569544
us_000234426,0.383765, 0.569896
us_000510391,0.383765, 0.571502
us_000468862,0.383765, 0.571982
us_000391719,0.383765, 0.572195
us_000416967,0.383765, 0.573273
us_000545197,0.383765, 0.573286
us_000487975,0.383765, 0.574105
us_000470412,0.383765, 0.574904
us_000517709,0.383765, 0.575320
us_000461476,0.383765, 0.575902
us_000476488,0.383765, 0.576673
us_000603910,0.383765, 0.577910
us_000305516,0.383765, 0.579757
us_000143174,0.383765, 0.580092
us_000459204,0.383765, 0.581869
us_000057427,0.383765, 0.581952
us_000467647,0.383765, 0.582074
us_000426566,0.383765, 0.583628
us_000460693,0.383765, 0.583632
us_000552816,0.383765, 0.583982
us_000467599,0.383765, 0.584046
us_000461791,0.383765, 0.584046
us_000468125,0.383765, 0.584046
us_000602994,0.383765, 0.584334
us_000466196,0.383765, 0.584632
us_000467948,0.383765, 0.584632
us_000467577,0.383765, 0.584632
us_000458677,0.383765, 0.584632
us_000467804,0.383765, 0.584632
us_000483444,0.383765, 0.584986
us_000467901,0.383765, 0.587050
us_000488348,0.383765, 0.588659
us_000478603,0.383765, 0.591757
us_000468103,0.383765, 0.592989
us_000468719,0.383765, 0.604469
us_000467185,0.383765, 0.612857
us_000169177,0.383765, 0.614582
us_000601041,0.383765, 0.618677
us_000542284,0.383765, 0.621852
us_000481405,0.383765, 0.633518
us_000579894,0.383765, 0.645239
us_000552163,0.383765, 0.690513
us_000469918,0.383765, 0.732364
us_000498092,0.383765, 0.770841
us_000516442,0.383765, 0.817128
us_000559435,0.383765, 0.931408
us_000404248,0.383765, 0.976452
us_000489178,0.383765, 1.048341
us_000482014,0.383765, 1.059217
us_000482244,0.383765, 1.104580
us_000504850,0.383765, 1.197493
us_000359450,0.383765, 1.299863
us_000592159,0.383765, 1.617025
us_000400366,0.331470, 0.000000
us_000499000,0.331470, 0.000519
pr_001982460,0.331470, 0.193851
pr_001746318,0.331470, 0.193961
pr_000695062,0.331470, 0.193961
pr_001735596,0.331470, 0.194409
pr_000908984,0.331470, 0.198289
pr_002106939,0.331470, 0.198757
pr_001919438,0.331470, 0.199024
pr_000944447,0.331470, 0.203238
pr_000969892,0.331470, 0.203634
pr_001045406,0.331470, 0.205234
pr_000581506,0.331470, 0.206303
pr_001149118,0.331470, 0.207331
pr_000891378,0.331470, 0.211511
us_000583355,0.184414, 0.000059
us_000483468,0.184414, 0.000405
us_000093899,0.184414, 0.000518
us_000480130,0.184414, 0.000771
us_000562585,0.184414, 0.001076
us_000467020,0.184414, 0.001215
us_000559250,0.184414, 0.002815
us_000594779,0.184414, 0.005583
pr_000647200,0.184414, 0.167340
pr_000693437,0.184414, 0.168340
pr_001065791,0.184414, 0.168868
pr_000721680,0.184414, 0.169721
pr_000636377,0.184414, 0.169760
pr_000959391,0.184414, 0.169978
pr_000872682,0.184414, 0.170667
pr_000745059,0.184414, 0.170731
pr_000736306,0.184414, 0.170989
pr_001074383,0.184414, 0.171106
pr_000857269,0.184414, 0.171115
pr_000745086,0.184414, 0.171197
pr_001924688,0.184414, 0.171714
pr_000739152,0.184414, 0.172342
pr_001848680,0.184414, 0.172844
pr_000638284,0.184414, 0.172965
pr_000741723,0.184414, 0.173212
pr_000972571,0.184414, 0.173379
pr_000666311,0.184414, 0.173410
pr_000829332,0.184414, 0.173469
pr_000831241,0.184414, 0.173570
pr_000917299,0.184414, 0.173570
pr_000745755,0.184414, 0.173586
pr_000651151,0.184414, 0.173609
pr_001032141,0.184414, 0.173678
pr_000981205,0.184414, 0.173696
pr_000883931,0.184414, 0.173718
pr_000879432,0.184414, 0.173746
pr_000860075,0.184414, 0.173767
pr_000729062,0.184414, 0.173772
pr_000663442,0.184414, 0.173844
pr_000692650,0.184414, 0.173844
pr_000691067,0.184414, 0.173844
pr_001013948,0.184414, 0.173874
pr_000907873,0.184414, 0.173874
pr_000972461,0.184414, 0.173874
pr_000853910,0.184414, 0.173921
pr_000904495,0.184414, 0.173971
pr_000978399,0.184414, 0.174000
pr_000862478,0.184414, 0.174000
pr_000978907,0.184414, 0.174000
pr_000849969,0.184414, 0.174000
pr_000848924,0.184414, 0.174085
pr_001957173,0.184414, 0.174675
pr_000729785,0.184414, 0.174757
pr_000868603,0.184414, 0.174820
pr_000716888,0.184414, 0.174894
pr_000973924,0.184414, 0.174902
pr_000716889,0.184414, 0.174925
pr_000844833,0.184414, 0.174931
pr_000863850,0.184414, 0.174931
pr_000995551,0.184414, 0.174931
pr_000889156,0.184414, 0.175005
pr_000973178,0.184414, 0.175032
pr_000970467,0.184414, 0.175047
pr_000578000,0.184414, 0.175078
pr_000882843,0.184414, 0.175078
pr_000736420,0.184414, 0.175137
pr_000826591,0.184414, 0.175174
pr_000735819,0.184414, 0.175174
pr_000730783,0.184414, 0.175174
pr_000925257,0.184414, 0.175174
pr_000743642,0.184414, 0.175519
pr_000829906,0.184414, 0.175993
pr_000978444,0.184414, 0.176239
pr_000662009,0.184414, 0.176420
pr_000569265,0.184414, 0.176811
pr_000729016,0.184414, 0.176936
pr_000830597,0.184414, 0.177539
pr_001036142,0.184414, 0.177637
pr_000823383,0.184414, 0.177661
pr_000823675,0.184414, 0.177791
pr_001414329,0.184414, 0.177807
pr_000848531,0.184414, 0.177834
pr_001866818,0.184414, 0.177841
pr_000909239,0.184414, 0.177950
pr_000830614,0.184414, 0.177998
pr_001022616,0.184414, 0.178198
pr_000640975,0.184414, 0.178297
pr_000736115,0.184414, 0.178598
pr_000825679,0.184414, 0.178722
pr_000665291,0.184414, 0.178744
pr_000892188,0.184414, 0.178780
pr_000862234,0.184414, 0.178786
pr_000735785,0.184414, 0.178826
pr_000827535,0.184414, 0.178877
pr_000646461,0.184414, 0.178884
pr_000860192,0.184414, 0.178902
pr_000974859,0.184414, 0.178902
pr_000736720,0.184414, 0.178923
pr_000690953,0.184414, 0.178936
pr_001686087,0.184414, 0.178936
pr_000871471,0.184414, 0.178936
pr_000693740,0.184414, 0.178936
pr_000738511,0.184414, 0.179000
pr_000745152,0.184414, 0.179007
pr_000734548,0.184414, 0.179007
pr_000730674,0.184414, 0.179010
pr_000697062,0.184414, 0.179029
pr_000972030,0.184414, 0.179038
pr_000725441,0.184414, 0.179044
pr_000830742,0.184414, 0.179044
pr_000970268,0.184414, 0.179044
pr_000743808,0.184414, 0.179044
pr_000823644,0.184414, 0.179044
pr_000692580,0.184414, 0.179049
pr_000704525,0.184414, 0.179074
pr_000855069,0.184414, 0.179120
pr_000829972,0.184414, 0.179124
pr_000640531,0.184414, 0.179160
pr_000863825,0.184414, 0.179160
pr_000869408,0.184414, 0.179160
pr_000986323,0.184414, 0.179160
pr_000827570,0.184414, 0.179160
pr_000972683,0.184414, 0.179160
pr_000972366,0.184414, 0.179160
pr_000436113,0.184414, 0.179160
pr_000869210,0.184414, 0.179160
pr_000640275,0.184414, 0.179160
pr_000828835,0.184414, 0.179160
pr_001011995,0.184414, 0.179160
pr_001685978,0.184414, 0.179199
pr_000973379,0.184414, 0.179200
pr_000432279,0.184414, 0.179200
pr_001985603,0.184414, 0.179203
pr_000972209,0.184414, 0.179222
pr_000648590,0.184414, 0.179250
pr_000644871,0.184414, 0.179250
pr_000867186,0.184414, 0.179250
pr_000858825,0.184414, 0.179258
pr_000527101,0.184414, 0.179287
pr_000972392,0.184414, 0.179287
pr_000711787,0.184414, 0.179287
pr_000877083,0.184414, 0.179287
pr_000880500,0.184414, 0.179287
pr_000648673,0.184414, 0.179287
pr_000651286,0.184414, 0.179287
pr_000856384,0.184414, 0.179287
pr_000692251,0.184414, 0.179287
pr_000877713,0.184414, 0.179287
pr_000648303,0.184414, 0.179287
pr_002062052,0.184414, 0.179287
pr_000700841,0.184414, 0.179287
pr_000857389,0.184414, 0.179287
pr_000871994,0.184414, 0.179287
pr_000869218,0.184414, 0.179287
pr_000970122,0.184414, 0.179287
pr_000861009,0.184414, 0.179287
pr_000822966,0.184414, 0.179287
pr_000710046,0.184414, 0.179287
pr_000643889,0.184414, 0.179287
pr_000978689,0.184414, 0.179287
pr_001710843,0.184414, 0.179287
pr_000884007,0.184414, 0.179287
pr_000927986,0.184414, 0.179287
pr_001165776,0.184414, 0.179287
pr_000709298,0.184414, 0.179287
pr_000855720,0.184414, 0.179287
pr_000644853,0.184414, 0.179287
pr_000706215,0.184414, 0.179287
pr_000972643,0.184414, 0.179287
pr_000966101,0.184414, 0.179287
pr_000974346,0.184414, 0.179287
pr_000956882,0.184414, 0.179287
pr_000728413,0.184414, 0.179287
pr_000727858,0.184414, 0.179287
pr_000642735,0.184414, 0.179287
pr_000892410,0.184414, 0.179287
pr_000990007,0.184414, 0.179287
pr_000967112,0.184414, 0.179287
pr_000649222,0.184414, 0.179287
pr_000857324,0.184414, 0.179287
pr_000653050,0.184414, 0.179287
pr_000861589,0.184414, 0.179361
pr_000743318,0.184414, 0.179378
pr_000856226,0.184414, 0.179407
pr_000868376,0.184414, 0.179620
pr_000851205,0.184414, 0.179801
pr_000877730,0.184414, 0.180039
pr_000925674,0.184414, 0.180078
pr_002194745,0.184414, 0.180460
pr_000849018,0.184414, 0.180643
pr_000824662,0.184414, 0.180925
pr_002196944,0.184414, 0.180970
pr_002239936,0.184414, 0.180993
pr_002229728,0.184414, 0.181057
pr_000414209,0.184414, 0.181060
pr_000742106,0.184414, 0.181184
pr_002165699,0.184414, 0.181460
pr_000909604,0.184414, 0.181581
pr_000465919,0.184414, 0.181581
pr_000951105,0.184414, 0.181611
pr_000981704,0.184414, 0.181827
pr_000668064,0.184414, 0.181857
pr_000883862,0.184414, 0.181980
pr_000825617,0.184414, 0.182174
pr_000876767,0.184414, 0.182223
pr_000825268,0.184414, 0.182245
pr_002229729,0.184414, 0.182489
pr_000898396,0.184414, 0.182510
pr_000925694,0.184414, 0.182839
pr_000732020,0.184414, 0.182912
pr_001685974,0.184414, 0.183060
pr_000900692,0.184414, 0.183413
pr_000886644,0.184414, 0.183470
pr_002158755,0.184414, 0.184430
pr_000906676,0.184414, 0.184648
pr_002062109,0.184414, 0.185550
pr_000868228,0.184414, 0.187025
pr_000856330,0.184414, 0.187025
pr_000986386,0.184414, 0.187025
pr_000690545,0.184414, 0.187025
pr_000842263,0.184414, 0.187025
pr_000745429,0.184414, 0.187768
pr_000555970,0.184414, 0.191765
pr_000744662,0.184414, 0.193127
pr_001911890,0.184414, 0.193649
pr_001706216,0.184414, 0.195446
pr_002223565,0.184414, 0.198246
pr_000855683,0.184414, 0.198947
pr_001632896,0.184414, 0.198983
pr_000843207,0.184414, 0.203935
pr_000855547,0.184414, 0.205230
pr_000690586,0.184414, 0.222600
pr_001671308,0.184414, 0.331485
pr_001051317,0.184414, 0.358357
pr_001685993,0.184414, 1.033431
pr_001151903,0.111743, 0.000000
us_000467802,0.111743, 0.000001
us_000465924,0.111743, 0.000001
us_000601623,0.111743, 0.000087
us_000112448,0.111743, 0.000100
us_000557975,0.111743, 0.000245
us_000485611,0.111743, 0.000256
us_000557947,0.111743, 0.001018
us_000587957,0.111743, 0.001020
us_000582414,0.111743, 0.001733
us_000482861,0.111743, 0.002058
us_000575290,0.111743, 0.002834
us_000549131,0.111743, 0.004869
us_000574880,0.111743, 0.004986
us_000527427,0.111743, 0.005832
us_000584185,0.111743, 0.007019
us_000499985,0.111743, 0.015706
us_000575499,0.111743, 0.017417
us_000591503,0.111743, 0.019876
us_000615881,0.111743, 0.047593
us_000468716,0.111743, 0.139305
us_000483506,0.111743, 0.139415
us_000205648,0.111743, 0.139573
us_000527306,0.111743, 0.140544
us_000526422,0.111743, 0.141090
us_000471261,0.111743, 0.147026
us_000475364,0.111743, 0.150966
us_000487361,0.111743, 0.159560
us_000160943,0.111743, 0.160407
us_000292579,0.111743, 0.163262
us_000617317,0.111743, 0.164810
us_000475055,0.111743, 0.166392
us_000542730,0.111743, 0.166800
us_000244682,0.111743, 0.166888
us_000386043,0.111743, 0.168595
us_000578965,0.111743, 0.168667
us_000593277,0.111743, 0.170227
us_000473965,0.111743, 0.171067
us_000552170,0.111743, 0.171168
us_000573332,0.111743, 0.177450
us_000461681,0.111743, 0.177904
us_000573333,0.111743, 0.179322
us_000588675,0.111743, 0.181981
us_000610674,0.111743, 0.185512
us_000576225,0.111743, 0.186256
us_000598710,0.111743, 0.189290
us_000474588,0.111743, 0.189334
us_000572791,0.111743, 0.190014
pr_000703548,0.111743, 0.192449
