Product ID : 2060 # of JPs covered : 1 : 362 : LoanDoc-TermsTrends, 
us_000470712,0.973673, 0.000008
us_000474089,0.973673, 0.000008
us_000469939,0.973673, 0.000008
us_000465330,0.973673, 0.000008
us_000486045,0.973673, 0.000008
us_000584165,0.973673, 0.000008
us_000460458,0.973673, 0.000008
us_000490448,0.973673, 0.000008
us_000549627,0.973673, 0.000022
pr_000606227,0.973673, 0.000025
us_000471814,0.973673, 0.000060
pr_000279563,0.973673, 0.000100
us_000462353,0.973673, 0.000105
pr_002077593,0.973673, 0.000174
pr_000951097,0.973673, 0.000174
pr_000806306,0.973673, 0.000301
us_000493702,0.973673, 0.003710
us_000602365,0.973673, 0.053765
us_000322805,0.973673, 0.223181
pr_002026641,0.936854, 0.000000
pr_001092420,0.936854, 0.000000
pr_001057683,0.936854, 0.000000
pr_001051924,0.936854, 0.000000
pr_001075671,0.936854, 0.000000
pr_000895769,0.936854, 0.000000
pr_001086799,0.936854, 0.000000
pr_000817484,0.936854, 0.000000
pr_000941832,0.936854, 0.000000
pr_000758201,0.936854, 0.000000
pr_001040644,0.936854, 0.000000
pr_001103615,0.936854, 0.000000
pr_000434271,0.936854, 0.000000
pr_000893048,0.936854, 0.000000
pr_001047873,0.936854, 0.000000
pr_001040545,0.936854, 0.000000
pr_000706736,0.936854, 0.000000
pr_001061720,0.936854, 0.000000
pr_000976557,0.936854, 0.000000
pr_000851860,0.936854, 0.000000
pr_001046568,0.936854, 0.000000
pr_001028187,0.936854, 0.000000
pr_000732117,0.936854, 0.000000
pr_000932806,0.936854, 0.000000
pr_000813058,0.936854, 0.000000
pr_000893666,0.936854, 0.000000
pr_001027493,0.936854, 0.000000
pr_000936575,0.936854, 0.000000
pr_000904904,0.936854, 0.000000
pr_001062250,0.936854, 0.000000
pr_000925242,0.936854, 0.000000
pr_001050424,0.936854, 0.000000
pr_000986052,0.936854, 0.000000
pr_000845536,0.936854, 0.000000
pr_000545366,0.936854, 0.000000
pr_001061773,0.936854, 0.000000
pr_000927280,0.936854, 0.000000
pr_001040556,0.936854, 0.000000
pr_000284324,0.936854, 0.000000
pr_001058312,0.936854, 0.000000
pr_000579047,0.936854, 0.000000
pr_000875283,0.936854, 0.000000
pr_000693414,0.936854, 0.000000
pr_001051539,0.936854, 0.000000
pr_001051126,0.936854, 0.000000
pr_000941781,0.936854, 0.000000
pr_001049237,0.936854, 0.000000
pr_001051387,0.936854, 0.000000
pr_001052454,0.936854, 0.000000
pr_000288004,0.936854, 0.000000
pr_000927041,0.936854, 0.000000
pr_000895190,0.936854, 0.000000
pr_001027840,0.936854, 0.000000
pr_000610218,0.936854, 0.000000
pr_000949088,0.936854, 0.000000
pr_001062361,0.936854, 0.000000
pr_000724271,0.936854, 0.000000
pr_001098365,0.936854, 0.000000
pr_001061518,0.936854, 0.000000
pr_000934798,0.936854, 0.000000
pr_000826543,0.936854, 0.000000
pr_001051000,0.936854, 0.000000
pr_000899693,0.936854, 0.000000
pr_000903973,0.936854, 0.000000
pr_001104602,0.936854, 0.000000
pr_001026649,0.936854, 0.000000
pr_000997987,0.936854, 0.000000
pr_000727175,0.936854, 0.000000
pr_000737051,0.936854, 0.000000
pr_000941796,0.936854, 0.000000
pr_000894551,0.936854, 0.000000
pr_001086720,0.936854, 0.000000
pr_001032183,0.936854, 0.000000
pr_000927242,0.936854, 0.000000
pr_001058318,0.936854, 0.000000
pr_000290480,0.936854, 0.000000
pr_001062802,0.936854, 0.000000
pr_000893453,0.936854, 0.000000
pr_001029459,0.936854, 0.000000
pr_000704013,0.936854, 0.000000
pr_001078722,0.936854, 0.000000
pr_000287173,0.936854, 0.000000
pr_001041066,0.936854, 0.000000
pr_000978986,0.936854, 0.000000
pr_001046455,0.936854, 0.000000
pr_001039913,0.936854, 0.000000
pr_000813029,0.936854, 0.000000
pr_000759124,0.936854, 0.000000
pr_001022468,0.936854, 0.000000
pr_000846277,0.936854, 0.000000
pr_001040105,0.936854, 0.000000
pr_001050719,0.936854, 0.000000
pr_001049147,0.936854, 0.000000
pr_000945545,0.936854, 0.000000
pr_001047738,0.936854, 0.000000
pr_001027332,0.936854, 0.000000
pr_001039908,0.936854, 0.000000
pr_000434156,0.936854, 0.000000
pr_000891960,0.936854, 0.000000
pr_001047813,0.936854, 0.000000
pr_000895276,0.936854, 0.000000
pr_001046646,0.936854, 0.000000
pr_000759569,0.936854, 0.000000
pr_000724477,0.936854, 0.000000
pr_000290979,0.936854, 0.000000
pr_001003706,0.936854, 0.000000
pr_000936417,0.936854, 0.000000
pr_000725937,0.936854, 0.000000
pr_001027775,0.936854, 0.000000
pr_000929609,0.936854, 0.000000
pr_001100671,0.936854, 0.000000
pr_000762865,0.936854, 0.000000
pr_000607320,0.936854, 0.000000
pr_001102711,0.936854, 0.000000
pr_001046623,0.936854, 0.000000
pr_001029718,0.936854, 0.000000
pr_001026771,0.936854, 0.000000
pr_001050865,0.936854, 0.000000
pr_000746674,0.936854, 0.000000
pr_000657634,0.936854, 0.000000
pr_000531162,0.936854, 0.000000
pr_001021534,0.936854, 0.000000
pr_000579021,0.936854, 0.000000
pr_000894446,0.936854, 0.000000
pr_001040764,0.936854, 0.000000
pr_001040691,0.936854, 0.000000
pr_001103448,0.936854, 0.000000
pr_000930391,0.936854, 0.000000
pr_001039793,0.936854, 0.000000
pr_001068605,0.936854, 0.000000
pr_000893697,0.936854, 0.000000
pr_001063494,0.936854, 0.000000
pr_001039738,0.936854, 0.000000
pr_000767962,0.936854, 0.000000
pr_000857821,0.936854, 0.000000
pr_001041801,0.936854, 0.000000
pr_001013683,0.936854, 0.000000
pr_000789561,0.936854, 0.000000
pr_001051139,0.936854, 0.000000
pr_000745787,0.936854, 0.000000
pr_001053364,0.936854, 0.000000
pr_001039906,0.936854, 0.000000
pr_000982576,0.936854, 0.000000
pr_000989885,0.936854, 0.000000
pr_001073919,0.936854, 0.000000
pr_001041214,0.936854, 0.000000
pr_001057110,0.936854, 0.000000
us_000492637,0.936854, 0.000001
pr_000694571,0.936854, 0.000006
pr_001040640,0.936854, 0.000006
pr_001057441,0.936854, 0.000006
pr_000290288,0.936854, 0.000006
pr_001027207,0.936854, 0.000006
pr_001040606,0.936854, 0.000006
pr_000658316,0.936854, 0.000006
pr_001416687,0.936854, 0.000011
pr_000755793,0.936854, 0.000019
pr_000815524,0.936854, 0.000019
pr_001786251,0.936854, 0.000023
pr_001105188,0.936854, 0.000043
pr_001036872,0.936854, 0.000047
us_000610393,0.936854, 0.000270
us_000567706,0.936854, 0.000516
pr_001154623,0.936854, 0.000916
us_000568342,0.936854, 0.004619
us_000461613,0.936854, 0.005659
us_000514688,0.936854, 0.030681
us_000466929,0.936854, 0.065524
pr_000416917,0.840190, 0.000000
pr_000021577,0.840190, 0.000000
pr_001399190,0.840190, 0.000000
us_000496920,0.840190, 0.000000
pr_000925767,0.840190, 0.000000
us_000519151,0.840190, 0.000000
us_000587231,0.840190, 0.000001
us_000539657,0.840190, 0.000001
us_000518123,0.840190, 0.000003
us_000518750,0.840190, 0.000003
us_000533157,0.840190, 0.000003
us_000523737,0.840190, 0.000003
us_000464976,0.840190, 0.000003
us_000463092,0.840190, 0.000003
us_000459542,0.840190, 0.000003
pr_000584329,0.840190, 0.000004
us_000461596,0.840190, 0.000029
us_000474939,0.840190, 0.000029
us_000541963,0.840190, 0.000029
us_000589005,0.840190, 0.000029
us_000462019,0.840190, 0.000029
us_000458465,0.840190, 0.000029
us_000474850,0.840190, 0.000029
us_000466873,0.840190, 0.000029
us_000459232,0.840190, 0.000029
us_000474048,0.840190, 0.000029
us_000458466,0.840190, 0.000029
us_000468411,0.840190, 0.000029
us_000466300,0.840190, 0.000029
us_000471024,0.840190, 0.000029
us_000467863,0.840190, 0.000029
us_000466508,0.840190, 0.000029
us_000471448,0.840190, 0.000029
us_000467675,0.840190, 0.000029
us_000466386,0.840190, 0.000029
us_000469164,0.840190, 0.000029
us_000467681,0.840190, 0.000029
us_000584604,0.840190, 0.000029
us_000592544,0.840190, 0.000029
us_000592397,0.840190, 0.000029
us_000616636,0.840190, 0.000029
us_000592257,0.840190, 0.000029
pr_001138256,0.840190, 0.000031
pr_001777089,0.840190, 0.000047
pr_001802922,0.840190, 0.000047
us_000513021,0.840190, 0.000050
pr_001801207,0.840190, 0.000055
pr_002121650,0.840190, 0.000055
pr_001785803,0.840190, 0.000063
us_000526716,0.840190, 0.000063
pr_001154845,0.840190, 0.000070
pr_000755813,0.840190, 0.000070
pr_001775771,0.840190, 0.000072
us_000516689,0.840190, 0.000080
pr_002038172,0.840190, 0.000080
pr_001027951,0.840190, 0.000094
us_000465997,0.840190, 0.000098
us_000469738,0.840190, 0.000113
us_000461275,0.840190, 0.000113
us_000141844,0.840190, 0.000117
pr_001780587,0.840190, 0.000129
pr_002042257,0.840190, 0.000134
us_000614329,0.840190, 0.000142
pr_001884201,0.840190, 0.000143
us_000215592,0.840190, 0.000163
us_000531255,0.840190, 0.000167
us_000549940,0.840190, 0.000174
us_000478811,0.840190, 0.000183
us_000488851,0.840190, 0.000202
us_000518193,0.840190, 0.000203
pr_001783692,0.840190, 0.000215
us_000479525,0.840190, 0.000218
us_000596966,0.840190, 0.000226
us_000592444,0.840190, 0.000233
us_000533506,0.840190, 0.000233
us_000500173,0.840190, 0.000233
us_000498889,0.840190, 0.000316
us_000510904,0.840190, 0.000324
us_000525420,0.840190, 0.000330
us_000568223,0.840190, 0.000347
us_000483711,0.840190, 0.000417
us_000512248,0.840190, 0.000441
us_000613316,0.840190, 0.000446
us_000479618,0.840190, 0.000463
us_000524552,0.840190, 0.000533
us_000511120,0.840190, 0.000589
pr_000208930,0.840190, 0.000630
us_000225346,0.840190, 0.000637
us_000534794,0.840190, 0.000738
us_000548458,0.840190, 0.000845
us_000583392,0.840190, 0.000950
us_000476394,0.840190, 0.000970
us_000461962,0.840190, 0.000983
us_000487051,0.840190, 0.001018
us_000508586,0.840190, 0.001018
us_000590931,0.840190, 0.001069
us_000592455,0.840190, 0.001069
us_000460758,0.840190, 0.001102
us_000467812,0.840190, 0.001328
us_000616794,0.840190, 0.001337
us_000591487,0.840190, 0.001437
us_000538336,0.840190, 0.001440
us_000548272,0.840190, 0.001455
us_000508363,0.840190, 0.001483
us_000470400,0.840190, 0.001500
us_000480743,0.840190, 0.001581
us_000393232,0.840190, 0.001674
us_000541751,0.840190, 0.001856
us_000499098,0.840190, 0.001920
us_000530241,0.840190, 0.002009
us_000553361,0.840190, 0.002038
pr_001774601,0.840190, 0.002132
us_000579214,0.840190, 0.002192
us_000494194,0.840190, 0.002348
us_000584481,0.840190, 0.002356
us_000502521,0.840190, 0.002367
us_000511786,0.840190, 0.002415
us_000468063,0.840190, 0.002458
us_000525947,0.840190, 0.002513
us_000503687,0.840190, 0.002530
us_000588989,0.840190, 0.002614
us_000580705,0.840190, 0.002723
us_000498095,0.840190, 0.002913
us_000560989,0.840190, 0.003061
us_000546029,0.840190, 0.003299
us_000479473,0.840190, 0.003546
us_000500243,0.840190, 0.003745
us_000558945,0.840190, 0.003768
us_000517162,0.840190, 0.003770
us_000473652,0.840190, 0.004349
us_000541517,0.840190, 0.005343
us_000508132,0.840190, 0.005701
us_000571407,0.840190, 0.005745
us_000580573,0.840190, 0.005801
us_000505900,0.840190, 0.006175
us_000521473,0.840190, 0.006378
us_000487766,0.840190, 0.006938
us_000509684,0.840190, 0.008220
us_000600173,0.840190, 0.008371
us_000551828,0.840190, 0.008436
us_000480956,0.840190, 0.011969
us_000550178,0.840190, 0.015121
us_000563109,0.840190, 0.015635
us_000561107,0.840190, 0.016918
us_000580502,0.840190, 0.016918
us_000583074,0.840190, 0.016918
us_000596690,0.840190, 0.016918
us_000464386,0.840190, 0.017037
us_000579820,0.840190, 0.017286
us_000470069,0.840190, 0.017612
us_000508028,0.840190, 0.018692
us_000499925,0.840190, 0.019673
us_000525843,0.840190, 0.019887
us_000500903,0.840190, 0.022190
us_000521051,0.840190, 0.022801
us_000027597,0.840190, 0.023207
us_000517450,0.840190, 0.024244
us_000473774,0.840190, 0.024625
us_000506678,0.840190, 0.024854
us_000528006,0.840190, 0.025288
us_000617039,0.840190, 0.027844
us_000568136,0.840190, 0.028889
us_000498404,0.840190, 0.028993
us_000526994,0.840190, 0.029582
us_000533880,0.840190, 0.029878
us_000550675,0.840190, 0.030046
us_000527023,0.840190, 0.032272
us_000517878,0.840190, 0.032291
us_000489336,0.840190, 0.036534
us_000473591,0.840190, 0.036961
us_000587861,0.840190, 0.041871
us_000592560,0.840190, 0.042341
us_000521761,0.840190, 0.051437
us_000562140,0.840190, 0.066025
us_000507744,0.840190, 0.070828
us_000538344,0.840190, 0.073138
us_000545914,0.840190, 0.085027
us_000559135,0.840190, 0.089871
us_000543691,0.840190, 0.092093
us_000480792,0.840190, 0.099396
us_000522564,0.840190, 0.116936
us_000543851,0.840190, 0.143956
us_000549243,0.840190, 0.226650
us_000563118,0.840190, 0.287916
us_000555873,0.840190, 0.333005
us_000425859,0.840190, 0.588824
us_000496383,0.840190, 0.683060
us_000500082,0.820836, 0.000000
us_000542064,0.820836, 0.000000
us_000562339,0.820836, 0.001302
us_000516803,0.820836, 0.003123
pr_001129814,0.780821, 0.000000
pr_001130253,0.780821, 0.000000
pr_001401058,0.780821, 0.000000
pr_001126350,0.780821, 0.000000
pr_001130343,0.780821, 0.000000
pr_001014452,0.780821, 0.000000
pr_001128564,0.780821, 0.000000
pr_000553631,0.780821, 0.000000
pr_000979388,0.780821, 0.000000
pr_001126527,0.780821, 0.000000
pr_001128467,0.780821, 0.000000
pr_000979316,0.780821, 0.000000
pr_001128274,0.780821, 0.000000
us_000558652,0.780821, 0.000000
us_000542920,0.780821, 0.000000
us_000553651,0.780821, 0.000000
pr_001612512,0.780821, 0.000000
pr_000689893,0.780821, 0.000000
pr_001661875,0.780821, 0.000003
pr_001056907,0.780821, 0.000003
pr_000733337,0.780821, 0.000003
pr_001682170,0.780821, 0.000003
pr_000626543,0.780821, 0.000003
pr_001008637,0.780821, 0.000004
pr_002095344,0.780821, 0.000004
us_000537309,0.780821, 0.000006
pr_000526777,0.780821, 0.000007
pr_001013248,0.780821, 0.000007
pr_001033568,0.780821, 0.000012
pr_000847702,0.780821, 0.000015
pr_002062722,0.780821, 0.000019
pr_001999429,0.780821, 0.000020
pr_000633068,0.780821, 0.000026
us_000597549,0.780821, 0.000044
us_000551173,0.780821, 0.000098
us_000542916,0.780821, 0.000543
us_000476765,0.780821, 0.000860
us_000546502,0.780821, 0.001415
us_000594803,0.780821, 0.002058
us_000483853,0.780821, 0.003330
us_000478803,0.780821, 0.016506
us_000545942,0.780821, 0.032574
us_000537082,0.780821, 0.038749
us_000497706,0.780821, 0.065039
us_000531618,0.780821, 4.458370
us_000491042,0.780821, 4.718196
us_000553041,0.609813, 0.000000
us_000552308,0.609813, 0.000000
pr_001644419,0.609813, 0.000000
us_000567686,0.609813, 0.000000
us_000534668,0.609813, 0.000000
us_000567680,0.609813, 0.000000
us_000571706,0.609813, 0.000000
us_000553099,0.609813, 0.000000
us_000552105,0.609813, 0.000000
us_000552103,0.609813, 0.000000
us_000534696,0.609813, 0.000000
us_000503598,0.609813, 0.000000
us_000498930,0.609813, 0.000000
us_000523009,0.609813, 0.000000
us_000528890,0.609813, 0.000000
us_000504446,0.609813, 0.000000
us_000555385,0.609813, 0.000000
us_000489506,0.609813, 0.000000
us_000498541,0.609813, 0.000000
us_000498444,0.609813, 0.000000
pr_000594926,0.609813, 0.000002
pr_000888948,0.609813, 0.000002
pr_001071050,0.609813, 0.000003
pr_000837717,0.609813, 0.000004
pr_001070843,0.609813, 0.000007
pr_001111011,0.609813, 0.000010
pr_001816886,0.609813, 0.000010
pr_000945480,0.609813, 0.000017
pr_000737528,0.609813, 0.000019
pr_001671998,0.609813, 0.000020
pr_000563130,0.609813, 0.000028
pr_001705915,0.609813, 0.000039
us_000606569,0.609813, 0.000044
us_000599477,0.609813, 0.000112
us_000460541,0.609813, 0.000675
us_000478077,0.609813, 0.000705
us_000536994,0.609813, 0.000879
us_000542906,0.609813, 0.000909
us_000503156,0.609813, 0.001068
us_000475086,0.609813, 0.001075
us_000514786,0.609813, 0.001088
us_000496794,0.609813, 0.001132
us_000594844,0.609813, 0.001325
us_000550677,0.609813, 0.001611
us_000498933,0.609813, 0.001893
us_000478617,0.609813, 0.001925
us_000577298,0.609813, 0.002137
us_000497079,0.609813, 0.002565
us_000516751,0.609813, 0.002677
us_000478183,0.609813, 0.003127
us_000542089,0.609813, 0.003305
us_000501803,0.609813, 0.003769
us_000614369,0.609813, 0.004512
us_000505246,0.609813, 0.006259
us_000499614,0.609813, 0.007320
us_000542579,0.609813, 0.009862
us_000483650,0.609813, 0.010035
us_000477095,0.609813, 0.010301
us_000566346,0.609813, 0.010845
us_000562589,0.609813, 0.015323
us_000475890,0.609813, 0.015475
us_000565017,0.609813, 0.017221
us_000582549,0.609813, 0.018585
us_000546377,0.609813, 0.021337
us_000575308,0.609813, 0.026354
us_000469801,0.609813, 0.030733
us_000538390,0.609813, 0.031518
us_000463636,0.609813, 0.034271
us_000587536,0.609813, 0.065471
us_000314503,0.609813, 0.127623
us_000529455,0.609813, 6.773587
us_000587547,0.609813, 8.514680
us_000509415,0.584625, 0.000000
us_000594741,0.584625, 0.000000
us_000594046,0.584625, 0.000000
us_000553035,0.584625, 0.000000
us_000521094,0.584625, 0.000000
us_000460332,0.584625, 0.000000
us_000472648,0.584625, 0.000000
us_000502050,0.584625, 0.000000
pr_001063722,0.584625, 0.000000
us_000523182,0.584625, 0.000000
us_000511047,0.584625, 0.000000
us_000525321,0.584625, 0.000000
us_000494375,0.584625, 0.000000
us_000558905,0.584625, 0.000000
us_000485729,0.584625, 0.000000
us_000534734,0.584625, 0.000000
us_000525785,0.584625, 0.000000
us_000117377,0.584625, 0.000000
us_000494996,0.584625, 0.000000
us_000595192,0.584625, 0.000000
pr_001051791,0.584625, 0.000001
pr_001041910,0.584625, 0.000001
pr_001093895,0.584625, 0.000001
us_000502723,0.584625, 0.000002
us_000502194,0.584625, 0.000002
pr_000725016,0.584625, 0.000006
pr_001085488,0.584625, 0.000006
pr_001039818,0.584625, 0.000006
pr_001045293,0.584625, 0.000008
pr_000945558,0.584625, 0.000008
pr_000870781,0.584625, 0.000016
pr_001658733,0.584625, 0.000018
pr_001410899,0.584625, 0.000020
pr_001728765,0.584625, 0.000020
pr_002155699,0.584625, 0.000020
pr_002115192,0.584625, 0.000020
pr_001708352,0.584625, 0.000020
pr_001905520,0.584625, 0.000020
pr_001904929,0.584625, 0.000020
pr_001836189,0.584625, 0.000020
pr_001966318,0.584625, 0.000020
pr_002194526,0.584625, 0.000020
pr_002149275,0.584625, 0.000020
pr_001956982,0.584625, 0.000020
pr_001732422,0.584625, 0.000020
pr_001881303,0.584625, 0.000020
pr_001963266,0.584625, 0.000020
pr_002185346,0.584625, 0.000020
pr_001622675,0.584625, 0.000020
pr_001049619,0.584625, 0.000020
pr_000851935,0.584625, 0.000020
pr_001397828,0.584625, 0.000020
pr_001024313,0.584625, 0.000020
us_000497679,0.584625, 0.000021
pr_000581799,0.584625, 0.000028
pr_000656326,0.584625, 0.000031
pr_001143647,0.584625, 0.000032
pr_001076156,0.584625, 0.000041
pr_001903707,0.584625, 0.000042
pr_001411457,0.584625, 0.000043
us_000516304,0.584625, 0.000048
pr_000188293,0.584625, 0.000048
us_000524387,0.584625, 0.000049
pr_001722513,0.584625, 0.000052
pr_001959955,0.584625, 0.000067
us_000512532,0.584625, 0.000075
pr_001403687,0.584625, 0.000076
us_000511857,0.584625, 0.000095
pr_001403560,0.584625, 0.000103
us_000590222,0.584625, 0.000118
pr_001085899,0.584625, 0.000133
us_000581499,0.584625, 0.000175
pr_001098621,0.584625, 0.000235
pr_000410075,0.584625, 0.000258
us_000588325,0.584625, 0.000515
us_000555876,0.584625, 0.000619
us_000606431,0.584625, 0.000705
us_000598747,0.584625, 0.000735
us_000558078,0.584625, 0.000908
us_000588931,0.584625, 0.001353
us_000591421,0.584625, 0.001739
us_000591062,0.584625, 0.002105
us_000595152,0.584625, 0.002994
us_000557251,0.584625, 0.004607
us_000582132,0.584625, 0.009002
us_000144573,0.584625, 0.010435
us_000542698,0.584625, 0.010629
us_000496250,0.584625, 6.419337
us_000532795,0.584625, 7.006156
us_000589358,0.584625, 8.812871
us_000536695,0.584625, 9.275600
us_000536478,0.584625, 9.304485
us_000514227,0.584625, 9.450528
us_000496340,0.584625, 9.840022
us_000536638,0.584625, 9.885546
us_000536392,0.584625, 10.219716
us_000461979,0.561995, 0.000000
us_000532888,0.561995, 0.000000
us_000531600,0.561995, 0.000000
us_000462241,0.561995, 0.000000
us_000479829,0.561995, 0.000000
us_000462245,0.561995, 0.000000
us_000481088,0.561995, 0.000000
us_000489410,0.561995, 0.000000
us_000535508,0.561995, 0.000000
us_000570612,0.561995, 0.000000
us_000495472,0.561995, 0.000000
us_000481075,0.561995, 0.000000
us_000462137,0.561995, 0.000000
us_000461426,0.561995, 0.000000
us_000465534,0.561995, 0.000000
us_000481190,0.561995, 0.000000
us_000531550,0.561995, 0.000000
us_000536509,0.561995, 0.000000
us_000525980,0.561995, 0.000001
us_000525800,0.561995, 0.000001
us_000514187,0.561995, 0.000001
us_000534632,0.561995, 0.000001
us_000479536,0.561995, 0.000001
us_000422016,0.561995, 0.000001
us_000523525,0.561995, 0.000001
us_000541856,0.561995, 0.000001
us_000523913,0.561995, 0.000001
us_000511198,0.561995, 0.000001
us_000527348,0.561995, 0.000001
us_000546738,0.561995, 0.000001
us_000519295,0.561995, 0.000001
us_000509503,0.561995, 0.000001
us_000557321,0.561995, 0.000001
us_000552339,0.561995, 0.000003
us_000528217,0.561995, 0.000003
us_000559657,0.561995, 0.000003
us_000560511,0.561995, 0.000003
us_000545310,0.561995, 0.000004
us_000592418,0.561995, 0.000004
us_000592246,0.561995, 0.000004
us_000560459,0.561995, 0.000004
us_000592212,0.561995, 0.000004
us_000561887,0.561995, 0.000004
us_000524305,0.561995, 0.000004
us_000504925,0.561995, 0.000004
us_000539358,0.561995, 0.000004
us_000508616,0.561995, 0.000004
us_000551321,0.561995, 0.000004
us_000511248,0.561995, 0.000004
us_000500642,0.561995, 0.000006
us_000559436,0.561995, 0.000013
us_000591489,0.561995, 0.000015
us_000561032,0.561995, 0.000015
us_000592412,0.561995, 0.000015
us_000501547,0.561995, 0.000015
pr_000918140,0.561995, 0.000045
us_000534119,0.561995, 0.000050
pr_001660143,0.561995, 0.000058
us_000288838,0.561995, 0.000106
us_000463179,0.561995, 0.000121
us_000486701,0.561995, 0.000250
us_000530361,0.561995, 0.000266
us_000530217,0.561995, 0.000266
us_000569603,0.561995, 0.000373
us_000583826,0.561995, 0.000473
us_000556643,0.561995, 0.000516
us_000586924,0.561995, 0.000525
us_000493838,0.561995, 0.000539
us_000532538,0.561995, 0.000612
us_000515622,0.561995, 0.000627
us_000593770,0.561995, 0.000734
us_000519044,0.561995, 0.000767
pr_001040064,0.561995, 0.000809
us_000538953,0.561995, 0.000863
us_000487177,0.561995, 0.000986
us_000513375,0.561995, 0.001033
us_000522607,0.561995, 0.001035
us_000534961,0.561995, 0.001088
us_000562783,0.561995, 0.001139
us_000564019,0.561995, 0.001211
us_000544618,0.561995, 0.001235
us_000514401,0.561995, 0.001235
us_000517293,0.561995, 0.001235
us_000545558,0.561995, 0.001235
us_000559383,0.561995, 0.001239
us_000532187,0.561995, 0.001249
us_000519110,0.561995, 0.001394
us_000591855,0.561995, 0.001471
us_000522365,0.561995, 0.001590
us_000534759,0.561995, 0.001724
us_000504955,0.561995, 0.001731
us_000487704,0.561995, 0.001740
us_000583914,0.561995, 0.001839
us_000573550,0.561995, 0.001984
us_000464607,0.561995, 0.002587
us_000577681,0.561995, 0.003413
us_000493303,0.561995, 0.003835
us_000587107,0.561995, 0.004304
us_000529649,0.561995, 0.004823
us_000580794,0.561995, 0.005775
us_000593192,0.561995, 0.005793
us_000510430,0.561995, 0.006283
us_000498724,0.561995, 0.007825
us_000503551,0.561995, 0.007856
us_000480679,0.561995, 0.007871
us_000513598,0.561995, 0.008495
us_000148148,0.561995, 0.011641
us_000481133,0.561995, 0.011964
us_000481236,0.561995, 0.014456
us_000547452,0.561995, 0.016023
us_000550695,0.561995, 0.017611
us_000523723,0.561995, 0.017822
us_000538103,0.561995, 0.017986
